CVE_ENT,CVE_MUN,CVE_LOC,AGEB,MANZANA
09,015,0001,1163,014
09,015,0001,1411,024
09,016,0001,0675,003
09,014,0001,0562,011
09,015,0001,1036,020
09,015,0001,0860,014
09,010,0001,1260,005
09,015,0001,0998,009
09,015,0001,0860,014
09,010,0001,1114,003
09,015,0001,0358,002
09,016,0001,0675,012
09,015,0001,0589,008
09,014,0001,0914,004
09,017,0001,0530,002
09,017,0001,0719,010
09,017,0001,048A,003
09,017,0001,0579,019
09,015,0001,1110,009
09,006,0001,0293,012
09,016,0001,011A,003
09,015,0001,0080,026
09,003,0001,0018,014
09,015,0001,1498,016
09,015,0001,0610,004
09,011,0001,147A,001
09,016,0001,0158,007
09,013,0001,0122,005
09,016,0001,0054,005
09,016,0001,0213,006
09,016,0001,0054,006
09,015,0001,1040,020
09,017,0001,062A,005
09,017,0001,0210,004
09,006,0001,026A,007
09,013,0001,1169,011
09,017,0001,0051,006
09,017,0001,0210,011
09,017,0001,0210,005
09,015,0001,1178,014
09,007,0001,1246,008
09,017,0001,0210,011
09,016,0001,0660,001
09,015,0001,0979,005
09,015,0001,056A,010
09,015,0001,088A,010
09,003,0001,0130,019
09,002,0001,1004,013
09,002,0001,0400,018
09,003,0001,0037,015
09,015,0001,0678,004
09,015,0001,049A,016
09,008,0001,0315,013
09,017,0001,0352,022
09,017,0001,0367,007
09,017,0001,0475,013
09,016,0001,0410,001
09,007,0001,4433,001
09,014,0001,0882,009
09,016,0001,0571,012
09,017,0001,1115,020
09,015,0001,049A,010
09,003,0001,1641,036
09,016,0001,0637,030
09,014,0001,0577,030
09,005,0001,1097,017
09,012,0001,0695,001
09,007,0001,2390,011
09,015,0001,1040,012
09,015,0001,1483,021
09,005,0001,1792,023
09,017,0001,1045,005
09,016,0001,0660,005
09,012,0001,0996,003
09,010,0001,0135,024
09,002,0001,1042,022
09,014,0001,0914,003
09,014,0001,0079,023
09,015,0001,0659,020
09,015,0001,095A,006
09,014,0001,0863,026
09,015,0001,095A,007
09,015,0001,0644,006
09,014,0001,0952,006
09,015,0001,0061,002
09,014,0001,0740,004
09,014,0001,0971,017
09,014,0001,0844,025
09,014,0001,0806,014
09,015,0001,1464,012
09,014,0001,0844,027
09,015,0001,1464,012
09,015,0001,145A,020
09,015,0001,1356,016
09,015,0001,1394,015
09,015,0001,145A,013
09,015,0001,1464,003
09,015,0001,145A,007
09,015,0001,1055,014
09,015,0001,1394,014
09,015,0001,1055,010
09,015,0001,1214,017
09,015,0001,113A,002
09,015,0001,1055,010
09,015,0001,1110,020
09,015,0001,1125,017
09,015,0001,1356,006
09,015,0001,1125,017
09,015,0001,1214,019
09,015,0001,1318,027
09,015,0001,1290,009
09,015,0001,1341,004
09,015,0001,0593,006
09,015,0001,0593,018
09,014,0001,0933,008
09,014,0001,0914,004
09,014,0001,0079,017
09,014,0001,0030,027
09,014,0001,0223,020
09,014,0001,0242,011
09,015,0001,0659,004
09,015,0001,0644,004
09,015,0001,0589,012
09,015,0001,0818,007
09,015,0001,0822,003
09,006,0001,1107,016
09,007,0001,0905,009
09,007,0001,0017,008
09,007,0001,0017,024
09,005,0001,1275,011
09,005,0001,1256,009
09,013,0001,0565,024
09,005,0001,0883,003
09,015,0001,0822,026
09,014,0001,005A,005
09,014,0001,0219,023
09,014,0001,0238,001
09,015,0001,0860,006
09,015,0001,0875,020
09,015,0001,0837,008
09,015,0001,0841,008
09,014,0001,012A,021
09,014,0001,0149,012
09,015,0001,070A,004
09,014,0001,005A,016
09,015,0001,1534,003
09,014,0001,0187,005
09,010,0001,1059,029
09,010,0001,0046,035
09,010,0001,1059,019
09,010,0001,1059,003
09,014,0001,005A,017
09,014,0001,0562,001
09,012,0001,0411,007
09,012,0001,0411,010
09,010,0001,128A,008
09,008,0001,0546,029
09,010,0001,0991,005
09,014,0001,1024,020
09,015,0001,0979,002
09,015,0001,1055,007
09,015,0001,0979,001
09,015,0001,0979,001
09,008,0001,0495,005
09,010,0001,1379,065
09,008,0001,0283,012
09,007,0001,3914,015
09,015,0001,1036,008
09,008,0001,0512,018
09,015,0001,0983,002
09,015,0001,0983,005
09,015,0001,1125,013
09,015,0001,0983,004
09,015,0001,1125,023
09,015,0001,1002,016
09,015,0001,0979,004
09,015,0001,0979,002
09,015,0001,106A,014
09,015,0001,106A,010
09,015,0001,1074,016
09,015,0001,0803,011
09,015,0001,0786,002
09,015,0001,0786,003
09,015,0001,1055,013
09,015,0001,0979,009
09,015,0001,1055,010
09,015,0001,1040,020
09,015,0001,1106,009
09,015,0001,1125,003
09,015,0001,0837,008
09,015,0001,0907,002
09,015,0001,0860,019
09,015,0001,0860,019
09,015,0001,1110,021
09,015,0001,0875,020
09,015,0001,0926,011
09,015,0001,095A,019
09,015,0001,0875,020
09,015,0001,0926,011
09,015,0001,0856,015
09,015,0001,0818,007
09,015,0001,0875,016
09,015,0001,0945,007
09,015,0001,095A,010
09,017,0001,0579,005
09,015,0001,1233,016
09,015,0001,1498,018
09,015,0001,1479,010
09,015,0001,1479,010
09,016,0001,0054,002
09,015,0001,1479,010
09,015,0001,1394,015
09,015,0001,1394,014
09,015,0001,1445,006
09,015,0001,1498,018
09,015,0001,1534,012
09,015,0001,1549,031
09,015,0001,1534,007
09,016,0001,0285,017
09,016,0001,0181,013
09,016,0001,0656,010
09,015,0001,1479,003
09,016,0001,0711,010
09,016,0001,0482,016
09,005,0001,1275,023
09,005,0001,1735,020
09,016,0001,0849,011
09,016,0001,0849,005
09,016,0001,1334,023
09,016,0001,1156,006
09,016,0001,1175,015
09,016,0001,0656,018
09,017,0001,048A,004
09,017,0001,0507,011
09,016,0001,0675,004
09,017,0001,016A,013
09,007,0001,3651,005
09,016,0001,1283,003
09,016,0001,0497,006
09,008,0001,0086,013
09,007,0001,1123,001
09,015,0001,120A,008
09,014,0001,0736,006
09,014,0001,0242,004
09,014,0001,0420,015
09,014,0001,0717,009
09,015,0001,0964,004
09,014,0001,0420,019
09,012,0001,0572,001
09,014,0001,0079,004
09,016,0001,1264,015
09,014,0001,0030,005
09,015,0001,0288,001
09,005,0001,1237,028
09,003,0001,0588,002
09,014,0001,0420,015
09,014,0001,0651,013
09,007,0001,0746,024
09,014,0001,0789,015
09,015,0001,095A,015
09,014,0001,0702,001
09,015,0001,1182,014
09,015,0001,1356,022
09,014,0001,0810,015
09,017,0001,0687,007
09,005,0001,0953,003
09,007,0001,1180,020
09,014,0001,0651,011
09,014,0001,0685,005
09,014,0001,0543,007
09,015,0001,056A,013
09,015,0001,0610,023
09,015,0001,063A,007
09,015,0001,0644,008
09,015,0001,0574,002
09,015,0001,0574,012
09,014,0001,0399,016
09,015,0001,0589,008
09,015,0001,0678,016
09,015,0001,0682,009
09,015,0001,0644,020
09,015,0001,0644,028
09,014,0001,0774,031
09,014,0001,0793,020
09,015,0001,0697,002
09,014,0001,0755,005
09,015,0001,0678,016
09,015,0001,0678,016
09,015,0001,0678,017
09,015,0001,0697,002
09,015,0001,0964,009
09,015,0001,0697,002
09,015,0001,095A,014
09,015,0001,0964,007
09,015,0001,0470,007
09,015,0001,0644,007
09,015,0001,0127,015
09,015,0001,0343,015
09,015,0001,0697,005
09,015,0001,0697,001
09,015,0001,0964,011
09,015,0001,0540,003
09,015,0001,0748,020
09,016,0001,050A,008
09,016,0001,0444,017
09,014,0001,0261,014
09,015,0001,0964,002
09,015,0001,095A,012
09,015,0001,0818,002
09,015,0001,0964,002
09,015,0001,0540,004
09,017,0001,048A,013
09,017,0001,0367,008
09,017,0001,0795,007
09,016,0001,1160,001
09,017,0001,0615,016
09,016,0001,1211,001
09,016,0001,1156,020
09,017,0001,1399,001
09,017,0001,0899,007
09,016,0001,1175,014
09,016,0001,1211,009
09,016,0001,1175,004
09,017,0001,0719,002
09,006,0001,0293,005
09,015,0001,0343,009
09,017,0001,0579,002
09,012,0001,1975,001
09,015,0001,1248,009
09,015,0001,1411,008
09,015,0001,0964,001
09,007,0001,0746,016
09,014,0001,0134,004
09,015,0001,0790,014
09,015,0001,0748,025
09,015,0001,070A,009
09,009,0001,0026,005
09,007,0001,0746,024
09,014,0001,0562,004
09,015,0001,0841,018
09,010,0001,2184,006
09,015,0001,0964,004
09,015,0001,1017,001
09,015,0001,1036,005
09,015,0001,0748,024
09,013,0001,0230,008
09,015,0001,0945,016
09,003,0001,0018,027
09,014,0001,0384,016
09,014,0001,0806,009
09,015,0001,1430,008
09,015,0001,0930,004
09,015,0001,1089,004
09,015,0001,1106,004
09,015,0001,113A,019
09,015,0001,113A,001
09,015,0001,070A,012
09,015,0001,0517,011
09,015,0001,0822,015
09,010,0001,1063,003
09,016,0001,1207,002
09,016,0001,0571,009
09,016,0001,0656,021
09,015,0001,1017,005
09,015,0001,1017,012
09,016,0001,0459,011
09,016,0001,0849,007
09,016,0001,075A,009
09,016,0001,0730,018
09,005,0001,0968,016
09,016,0001,0444,901
09,013,0001,0211,004
09,015,0001,1549,045
09,003,0001,143A,011
09,014,0001,0257,016
09,016,0001,0497,003
09,015,0001,0841,001
09,015,0001,1534,008
09,015,0001,0979,012
09,015,0001,0358,010
09,014,0001,0115,022
09,016,0001,011A,022
09,013,0001,0226,018
09,005,0001,0968,018
09,014,0001,0219,001
09,005,0001,1082,017
09,015,0001,1002,001
09,017,0001,1007,007
09,014,0001,0454,004
09,003,0001,0145,015
09,015,0001,0358,002
09,016,0001,0641,020
09,011,0001,0433,007
09,013,0001,0230,010
09,014,0001,0685,004
09,015,0001,0574,003
09,013,0001,0372,004
09,017,0001,1115,003
09,014,0001,0469,006
09,014,0001,0172,009
09,014,0001,0948,002
09,002,0001,0311,027
09,015,0001,0907,005
09,013,0001,0245,013
09,015,0001,0911,011
09,015,0001,088A,008
09,015,0001,0875,009
09,007,0001,3806,004
09,015,0001,0748,024
09,015,0001,0748,022
09,015,0001,0589,008
09,013,0001,0230,004
09,015,0001,0358,015
09,016,0001,0393,021
09,013,0001,0298,003
09,014,0001,0399,019
09,016,0001,0054,001
09,011,0001,0132,023
09,015,0001,070A,014
09,015,0001,0926,020
09,015,0001,095A,018
09,015,0001,0837,003
09,015,0001,0790,008
09,015,0001,1498,014
09,003,0001,0145,005
09,009,0001,0026,009
09,014,0001,0774,034
09,015,0001,095A,009
09,015,0001,1233,016
09,015,0001,095A,018
09,016,0001,0849,010
09,017,0001,0367,013
09,015,0001,0644,004
09,015,0001,0964,015
09,010,0001,128A,008
09,015,0001,0659,019
09,013,0001,0404,001
09,017,0001,0583,005
09,015,0001,0682,014
09,013,0001,0334,009
09,015,0001,088A,008
09,017,0001,0367,008
09,007,0001,2403,003
09,006,0001,1107,001
09,005,0001,0633,001
09,015,0001,1055,001
09,014,0001,0261,018
09,014,0001,0685,020
09,015,0001,0663,006
09,015,0001,1479,009
09,003,0001,0520,020
09,015,0001,0540,003
09,015,0001,0644,021
09,015,0001,0907,013
09,015,0001,1125,013
09,015,0001,0964,005
09,016,0001,0425,001
09,016,0001,0779,018
09,015,0001,0610,011
09,016,0001,118A,006
09,017,0001,0210,007
09,008,0001,0194,025
09,015,0001,1089,001
09,012,0001,1142,001
09,002,0001,1038,008
09,005,0001,1078,001
09,005,0001,1453,004
09,015,0001,0790,007
09,015,0001,0343,005
09,012,0001,1142,025
09,002,0001,0650,006
09,005,0001,2860,001
09,007,0001,2403,026
09,015,0001,0803,003
09,014,0001,0810,007
09,015,0001,1178,005
09,015,0001,0589,010
09,014,0001,0914,013
09,015,0001,0998,001
09,017,0001,0691,010
09,015,0001,0536,007
09,015,0001,0907,010
09,015,0001,1303,008
09,015,0001,0714,010
09,015,0001,1394,015
09,015,0001,0697,014
09,015,0001,0606,005
09,015,0001,0860,020
09,015,0001,088A,012
09,015,0001,088A,002
09,007,0001,0977,011
09,015,0001,1534,008
09,015,0001,0697,010
09,010,0001,0987,010
09,016,0001,0641,003
09,015,0001,0856,020
09,016,0001,0745,003
09,003,0001,0906,041
09,015,0001,0822,014
09,015,0001,0733,003
09,015,0001,0729,006
09,016,0001,0622,018
09,017,0001,0776,011
09,015,0001,1233,020
09,003,0001,0145,005
09,015,0001,1534,008
09,015,0001,1233,020
09,015,0001,0911,012
09,015,0001,0911,012
09,003,0001,0145,010
09,015,0001,0466,008
09,016,0001,0482,006
09,014,0001,0685,001
09,015,0001,0964,008
09,005,0001,1275,002
09,015,0001,0860,020
09,015,0001,0964,008
09,002,0001,035A,011
09,015,0001,0752,010
09,007,0001,0962,013
09,015,0001,0998,011
09,015,0001,0837,002
09,017,0001,0367,008
09,012,0001,0981,003
09,016,0001,0571,008
09,016,0001,1141,005
09,004,0001,0354,009
09,004,0001,0091,002
09,010,0001,1237,021
09,002,0001,0472,013
09,016,0001,0444,005
09,015,0001,0818,017
09,016,0001,0834,004
09,016,0001,0834,004
09,014,0001,0079,018
09,002,0001,0468,006
09,015,0001,063A,013
09,015,0001,1017,001
09,015,0001,1125,001
09,015,0001,095A,007
09,014,0001,0806,020
09,005,0001,2095,026
09,015,0001,0697,012
09,006,0001,0397,003
09,014,0001,0882,017
09,011,0001,0132,030
09,017,0001,0352,022
09,006,0001,0293,002
09,015,0001,113A,019
09,005,0001,1896,005
09,010,0001,0987,014
09,015,0001,0979,005
09,015,0001,0733,009
09,015,0001,0837,007
09,015,0001,0589,004
09,015,0001,0644,025
09,015,0001,0752,018
09,017,0001,0367,013
09,002,0001,1038,004
09,014,0001,0702,010
09,015,0001,1356,021
09,015,0001,0339,003
09,015,0001,0540,017
09,015,0001,1074,018
09,016,0001,0571,014
09,014,0001,0242,004
09,015,0001,1125,017
09,010,0001,1203,004
09,003,0001,1410,002
09,015,0001,0907,004
09,014,0001,0420,003
09,005,0001,0402,008
09,015,0001,0540,002
09,007,0001,0515,009
09,013,0001,0828,022
09,007,0001,0515,010
09,005,0001,2875,021
09,015,0001,1125,008
09,016,0001,0660,001
09,015,0001,0663,008
09,007,0001,209A,025
09,015,0001,0536,014
09,005,0001,1275,001
09,003,0001,143A,011
09,002,0001,0472,004
09,012,0001,0981,003
09,015,0001,1036,005
09,003,0001,1213,006
09,016,0001,118A,009
09,016,0001,0730,001
09,003,0001,143A,021
09,005,0001,2377,022
09,016,0001,0603,021
09,015,0001,1248,009
09,002,0001,0769,008
09,015,0001,095A,008
09,009,0001,0026,004
09,015,0001,1002,020
09,014,0001,0469,017
09,016,0001,0730,018
09,016,0001,0478,006
09,002,0001,1042,030
09,017,0001,0121,016
09,007,0001,2808,023
09,014,0001,0596,002
09,016,0001,0586,001
09,016,0001,1315,024
09,015,0001,0697,005
09,015,0001,1110,020
09,010,0001,0991,018
09,016,0001,0410,004
09,012,0001,0411,012
09,015,0001,1479,018
09,015,0001,1464,006
09,014,0001,0793,002
09,015,0001,0964,001
09,002,0001,0542,033
09,016,0001,0228,002
09,003,0001,0107,053
09,016,0001,1264,008
09,014,0001,0717,030
09,014,0001,0882,015
09,017,0001,0691,001
09,014,0001,0717,035
09,016,0001,1156,018
09,012,0001,1960,011
09,015,0001,095A,001
09,003,0001,1783,035
09,017,0001,0013,002
09,017,0001,0102,019
09,014,0001,0045,001
09,015,0001,0894,010
09,014,0001,0651,024
09,004,0001,0369,027
09,014,0001,0045,001
09,014,0001,0223,003
09,015,0001,095A,009
09,016,0001,0622,012
09,015,0001,0822,004
09,010,0001,0690,011
09,003,0001,0018,022
09,002,0001,0595,008
09,015,0001,0771,022
09,016,0001,0425,001
09,016,0001,0711,016
09,015,0001,0964,015
09,015,0001,1017,015
09,010,0001,110A,010
09,008,0001,0283,050
09,016,0001,0779,012
09,003,0001,0573,020
09,016,0001,0675,008
09,015,0001,1411,024
09,014,0001,0717,027
09,004,0001,0104,013
09,014,0001,0204,010
09,010,0001,1237,015
09,014,0001,0609,005
09,014,0001,0717,032
09,014,0001,0384,015
09,014,0001,0384,015
09,010,0001,1379,060
09,012,0001,038A,010
09,016,0001,0571,014
09,014,0001,0384,015
09,016,0001,0340,002
09,005,0001,1256,009
09,016,0001,0586,001
09,015,0001,0574,018
09,015,0001,0748,012
09,016,0001,1194,019
09,016,0001,075A,011
09,006,0001,0185,016
09,016,0001,0834,003
09,015,0001,0998,002
09,016,0001,0459,008
09,014,0001,0740,010
09,016,0001,0637,011
09,003,0001,0249,001
09,003,0001,0164,012
09,004,0001,0369,071
09,014,0001,0810,007
09,016,0001,0622,010
09,014,0001,0030,024
09,015,0001,0610,023
09,016,0001,0656,018
09,015,0001,0841,008
09,016,0001,0694,015
09,016,0001,0694,013
09,015,0001,0979,002
09,015,0001,1534,007
09,003,0001,0130,020
09,015,0001,0610,019
09,016,0001,0779,001
09,013,0001,0211,005
09,015,0001,0841,015
09,016,0001,0707,010
09,003,0001,0130,020
09,015,0001,0875,017
09,003,0001,0145,015
09,014,0001,1024,019
09,014,0001,0399,011
09,014,0001,0948,001
09,016,0001,0834,003
09,016,0001,0675,009
09,016,0001,0995,009
09,016,0001,0622,013
09,016,0001,1300,012
09,016,0001,0622,012
09,016,0001,0622,004
09,014,0001,0914,010
09,016,0001,1300,004
09,014,0001,0810,002
09,015,0001,0930,014
09,015,0001,0930,013
09,014,0001,0914,010
09,014,0001,0967,003
09,012,0001,1960,020
09,014,0001,0399,019
09,015,0001,0930,014
09,015,0001,0926,017
09,014,0001,0399,019
09,014,0001,0435,011
09,010,0001,1260,013
09,003,0001,0060,002
09,005,0001,0968,015
09,010,0001,1203,007
09,010,0001,1237,014
09,005,0001,0737,015
09,005,0001,0737,015
09,016,0001,118A,010
09,016,0001,0459,004
09,015,0001,1445,006
09,015,0001,1163,012
09,015,0001,145A,024
09,015,0001,1445,008
09,016,0001,1141,002
09,010,0001,1059,022
09,017,0001,0795,007
09,015,0001,0818,003
09,015,0001,0818,004
09,010,0001,1203,002
09,007,0001,0981,008
09,015,0001,0818,003
09,015,0001,0818,001
09,015,0001,0822,027
09,015,0001,0860,021
09,015,0001,0998,009
09,015,0001,0979,002
09,015,0001,0930,008
09,015,0001,095A,010
09,015,0001,0790,003
09,015,0001,1036,011
09,015,0001,0998,005
09,015,0001,0771,019
09,015,0001,0983,007
09,015,0001,0860,022
09,015,0001,0860,022
09,015,0001,0894,003
09,015,0001,1445,006
09,015,0001,0748,006
09,015,0001,1106,010
09,015,0001,1214,014
09,015,0001,0875,029
09,015,0001,0875,026
09,015,0001,0875,023
09,015,0001,0875,024
09,015,0001,0856,021
09,015,0001,0729,004
09,015,0001,0729,004
09,015,0001,0748,018
09,015,0001,0678,020
09,015,0001,0678,020
09,015,0001,0907,007
09,015,0001,0894,004
09,015,0001,0748,024
09,015,0001,070A,012
09,015,0001,0644,018
09,015,0001,0644,012
09,015,0001,1144,015
09,007,0001,0638,001
09,017,0001,0475,011
09,015,0001,1479,011
09,006,0001,0132,002
09,012,0001,1161,044
09,007,0001,2403,003
09,016,0001,068A,024
09,007,0001,0623,025
09,006,0001,0081,008
09,011,0001,1357,020
09,015,0001,056A,015
09,002,0001,1080,001
09,005,0001,2998,027
09,005,0001,167A,004
09,002,0001,0400,003
09,007,0001,0214,021
09,002,0001,0415,029
09,002,0001,0326,005
09,010,0001,1843,012
09,016,0001,0675,001
09,002,0001,1004,011
09,015,0001,0339,005
09,002,0001,0468,005
09,015,0001,0165,035
09,002,0001,1004,012
09,012,0001,0657,029
09,015,0001,0521,010
09,007,0001,0178,012
09,006,0001,0984,008
09,002,0001,0468,005
09,016,0001,011A,024
09,007,0001,0322,014
09,003,0001,015A,012
09,016,0001,0497,005
09,015,0001,0790,013
09,015,0001,0822,022
09,016,0001,0482,027
09,007,0001,0021,005
09,003,0001,0501,030
09,003,0001,0709,010
09,010,0001,1129,018
09,016,0001,0872,017
09,014,0001,0717,026
09,016,0001,100A,001
09,015,0001,1430,008
09,015,0001,0790,014
09,016,0001,0571,007
09,005,0001,1311,017
09,015,0001,0894,007
09,015,0001,0748,013
09,016,0001,068A,023
09,015,0001,1125,012
09,015,0001,0678,002
09,014,0001,0187,026
09,003,0001,0465,018
09,007,0001,2475,005
09,007,0001,2475,005
09,007,0001,2475,005
09,007,0001,2475,005
09,007,0001,2475,005
09,007,0001,2475,005
09,007,0001,2475,005
09,003,0001,1425,018
09,004,0001,0119,003
09,007,0001,0676,007
09,007,0001,1566,058
09,014,0001,0825,002
09,014,0001,0740,012
09,005,0001,0968,013
09,003,0001,1779,034
09,016,0001,0393,007
09,012,0001,0657,013
09,003,0001,0323,021
09,017,0001,0691,011
09,017,0001,0899,012
09,015,0001,0894,010
09,015,0001,1214,017
09,015,0001,0610,004
09,012,0001,0445,007
09,016,0001,0603,021
09,010,0001,2362,035
09,014,0001,0045,002
09,016,0001,1160,008
09,016,0001,050A,017
09,007,0001,4876,006
09,007,0001,4946,015
09,007,0001,3539,016
09,013,0001,0599,002
09,013,0001,0688,008
09,007,0001,2403,014
09,007,0001,2545,027
09,015,0001,1089,001
09,014,0001,0670,003
09,015,0001,0521,003
09,005,0001,1294,001
09,007,0001,0318,001
09,006,0001,1200,001
09,002,0001,0415,001
09,008,0001,0194,028
09,002,0001,1038,018
09,006,0001,0378,011
09,005,0001,1557,034
09,002,0001,0129,034
09,010,0001,2146,031
09,012,0001,0943,011
09,017,0001,1030,017
09,003,0001,0516,007
09,005,0001,2714,035
09,015,0001,0485,019
09,015,0001,0023,002
09,011,0001,0039,022
09,006,0001,0128,006
09,011,0021,1003,004
09,014,0001,0045,013
09,007,0001,1443,019
09,017,0001,0723,010
09,007,0001,255A,028
09,016,0001,0177,028
09,016,0001,0270,015
09,017,0001,0371,003
09,017,0001,0225,016
09,007,0001,5569,008
09,010,0001,0690,011
09,007,0001,2600,001
09,011,0001,1268,013
09,014,0001,0609,007
09,016,0001,0730,012
09,006,0001,001A,007
09,010,0001,1966,013
09,012,0001,0375,014
09,006,0001,0274,008
09,007,0001,3740,030
09,006,0001,0414,013
09,006,0001,019A,007
09,014,0001,1005,016
09,015,0001,088A,013
09,005,0001,039A,003
09,006,0001,0185,006
09,003,0001,0520,018
09,007,0001,0089,018
09,005,0001,1769,004
09,005,0001,174A,012
09,005,0001,128A,015
09,005,0001,1843,009
09,002,0001,067A,016
09,002,0001,067A,016
09,005,0001,1398,017
09,005,0001,1449,011
09,002,0001,0557,025
09,013,0001,0175,001
09,013,0001,114A,080
09,007,0001,3219,017
09,002,0001,0788,012
09,007,0001,1655,009
09,004,0001,0119,003
09,017,0001,0028,014
09,007,0001,1015,031
09,017,0001,0210,017
09,002,0001,0716,007
09,007,0001,0515,010
09,007,0001,1354,029
09,007,0001,305A,006
09,011,0001,0128,015
09,002,0001,1042,021
09,007,0001,1369,015
09,007,0001,1424,010
09,007,0001,0021,005
09,003,0001,0535,003
09,014,0001,0878,021
09,012,0001,2102,003
09,005,0001,0385,026
09,007,0001,0426,035
09,011,0001,0132,031
09,007,0001,5535,001
09,014,0001,0558,005
09,014,0001,0416,012
09,007,0001,1710,004
09,007,0001,1566,026
09,006,0001,033A,008
09,011,0126,0471,800
09,012,0179,1227,006
09,015,0001,1233,015
09,015,0001,0678,005
09,017,0001,0475,001
09,007,0001,5732,001
09,009,0152,0613,028
09,014,0001,0717,032
09,017,0001,1011,025
09,010,0001,1059,024
09,003,0001,0164,019
09,002,0001,0468,014
09,007,0001,0801,013
09,006,0001,0414,012
09,007,0001,2935,030
09,003,0001,1656,010
09,005,0001,1580,002
09,013,0001,025A,009
09,014,0001,0613,009
09,007,0001,0214,010
09,005,0001,0440,022
09,011,0001,0594,026
09,005,0001,1754,025
09,005,0001,1256,009
09,015,0001,0574,013
09,005,0001,1754,012
09,007,0001,2051,051
09,015,0001,120A,015
09,010,0001,092A,023
09,015,0001,1093,015
09,011,0001,1249,001
09,015,0001,1093,015
09,003,0001,0535,010
09,015,0001,0343,006
09,004,0001,0369,077
09,007,0001,0515,004
09,006,0001,0946,043
09,017,0001,0371,005
09,005,0001,0493,010
09,007,0001,2051,051
09,015,0001,0856,021
09,015,0001,0945,018
09,007,0001,1195,010
09,015,0001,0998,004
09,005,0001,1275,022
09,015,0001,1341,002
09,015,0001,049A,022
09,008,0001,0211,020
09,014,0001,0755,007
09,017,0001,0352,005
09,017,0001,0333,025
09,006,0001,0753,013
09,005,0001,1453,017
09,015,0001,0127,016
09,016,0001,029A,004
09,014,0001,0666,007
09,017,0001,0348,020
09,013,0001,1370,011
09,014,0001,0651,028
09,015,0001,0080,030
09,014,0001,0384,020
09,014,0001,0844,025
09,007,0001,2691,004
09,017,0001,0795,003
09,015,0001,0678,021
09,015,0001,0926,020
09,014,0001,069A,004
09,005,0001,1129,023
09,015,0001,0748,006
09,015,0001,063A,001
09,002,0001,0792,019
09,002,0001,1165,001
09,003,0001,0287,001
09,013,0001,0298,031
09,003,0001,0249,001
09,014,0001,0223,012
09,017,0001,0795,008
09,016,0001,0054,011
09,008,0001,0014,006
09,015,0001,0894,010
09,017,0001,0511,001
09,014,0001,0793,016
09,015,0001,0678,004
09,016,0001,0213,011
09,007,0001,2475,010
09,004,0001,0369,065
09,003,0001,1694,006
09,014,0001,0187,026
09,016,0001,0995,010
09,012,0001,0214,003
09,015,0001,1534,012
09,016,0001,0622,006
09,010,0001,1063,008
09,015,0001,1040,020
09,015,0001,095A,007
09,014,0001,0844,022
09,015,0001,0729,003
09,014,0001,0223,018
09,005,0001,2076,006
09,015,0001,0714,019
09,007,0001,4414,032
09,007,0001,3613,008
09,013,0001,1046,016
09,014,0001,0149,006
09,007,0001,0642,015
09,003,0001,086A,017
09,014,0001,0492,003
09,014,0001,0492,003
09,005,0001,1434,014
09,006,0001,0575,013
09,004,0001,0369,004
09,004,0001,0405,012
09,003,0001,0268,006
09,016,0001,0181,020
09,012,0001,1744,040
09,016,0001,0247,028
09,014,0001,0079,004
09,015,0001,0926,005
09,016,0001,1211,009
09,016,0001,0711,024
09,015,0001,095A,002
09,004,0001,0369,065
09,015,0001,0108,021
09,015,0001,0678,004
09,016,0001,0054,003
09,012,0001,0657,022
09,015,0001,0875,004
09,004,0001,0123,023
09,007,0001,3740,019
09,016,0001,0590,007
09,015,0001,0644,020
09,015,0001,0856,007
09,004,0001,0369,102
09,005,0001,0883,006
09,015,0001,0926,010
09,016,0001,0834,003
09,016,0001,1283,005
09,010,0001,1006,009
09,016,0001,1175,004
09,015,0001,1534,006
09,007,0001,0036,025
09,015,0001,1479,003
09,015,0001,1360,011
09,014,0001,0399,002
09,014,0001,0238,013
09,016,0001,100A,001
09,016,0001,1283,005
09,016,0001,0834,003
09,016,0001,0834,004
09,016,0001,0730,002
09,016,0001,0849,010
09,016,0001,0849,010
09,015,0001,0930,003
09,016,0001,0849,010
09,010,0001,1006,002
09,015,0001,0998,002
09,013,0001,0279,016
09,007,0001,0943,018
09,016,0001,068A,005
09,010,0001,1241,012
09,010,0001,1059,021
09,016,0001,0891,007
09,007,0001,0407,026
09,017,0001,0545,011
09,015,0001,0907,006
09,015,0001,1163,016
09,015,0001,0678,011
09,014,0001,0793,018
09,014,0001,0806,014
09,007,0001,1975,002
09,012,0001,0943,011
09,004,0001,0091,012
09,015,0001,145A,021
09,016,0001,0711,029
09,006,0001,033A,017
09,014,0001,0401,013
09,015,0001,0818,002
09,015,0001,0790,020
09,015,0001,1093,016
09,014,0001,0740,003
09,004,0001,0369,001
09,015,0001,0790,013
09,015,0001,0733,007
09,014,0001,0810,012
09,014,0001,0219,005
09,015,0001,1125,022
09,016,0001,0707,009
09,016,0001,0622,001
