CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOMBRE,ALCALDIA,OID
0901000011928021,09,010,0001,1928,021,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,1
0901000012377021,09,010,0001,2377,021,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,2
0901000012292032,09,010,0001,2292,032,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,3
0901000012292023,09,010,0001,2292,023,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,4
0901000012292014,09,010,0001,2292,014,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,5
0901000012131009,09,010,0001,2131,009,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,6
0901000010811010,09,010,0001,0811,010,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,7
0901000010811009,09,010,0001,0811,009,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,8
0901000010277003,09,010,0001,0277,003,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,9
0901000010262005,09,010,0001,0262,005,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,10
0901000010262004,09,010,0001,0262,004,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,11
0901000010258009,09,010,0001,0258,009,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,12
090100001021A009,09,010,0001,021A,009,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,13
090100001021A008,09,010,0001,021A,008,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,14
0901000010205009,09,010,0001,0205,009,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,15
0901000010135052,09,010,0001,0135,052,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,16
0901000010239022,09,010,0001,0239,022,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,17
0901000010239021,09,010,0001,0239,021,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,18
0901000010239011,09,010,0001,0239,011,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,19
0901000010239010,09,010,0001,0239,010,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,20
0901000012254029,09,010,0001,2254,029,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,21
0901000012254028,09,010,0001,2254,028,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,22
0901000012254027,09,010,0001,2254,027,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,23
0901000011913042,09,010,0001,1913,042,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,24
0901000011913009,09,010,0001,1913,009,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,25
0901000010417040,09,010,0001,0417,040,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,26
0901000012292065,09,010,0001,2292,065,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,27
0901000012288011,09,010,0001,2288,011,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,28
0901000011928036,09,010,0001,1928,036,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,29
0901000011928024,09,010,0001,1928,024,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,30
0901000011928015,09,010,0001,1928,015,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,31
0901000012292013,09,010,0001,2292,013,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,32
0901000010830008,09,010,0001,0830,008,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,33
0901000010830007,09,010,0001,0830,007,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,34
0901000011928035,09,010,0001,1928,035,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,35
0901000010239001,09,010,0001,0239,001,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,36
0901000010224005,09,010,0001,0224,005,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,37
0901000010224003,09,010,0001,0224,003,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,38
0901000012292031,09,010,0001,2292,031,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,39
0901000012292030,09,010,0001,2292,030,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,40
0901000012254026,09,010,0001,2254,026,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,41
0901000012254025,09,010,0001,2254,025,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,42
0901000012254024,09,010,0001,2254,024,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,43
0901000012254023,09,010,0001,2254,023,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,44
0901000012254022,09,010,0001,2254,022,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,45
0901000012146027,09,010,0001,2146,027,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,46
0901000012146018,09,010,0001,2146,018,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,47
0901000012146007,09,010,0001,2146,007,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,48
0901000012131018,09,010,0001,2131,018,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,49
0901000012095038,09,010,0001,2095,038,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,50
0901000011928033,09,010,0001,1928,033,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,51
0901000011928032,09,010,0001,1928,032,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,52
0901000011928031,09,010,0001,1928,031,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,53
0901000011928023,09,010,0001,1928,023,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,54
0901000011928014,09,010,0001,1928,014,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,55
0901000011928006,09,010,0001,1928,006,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,56
0901000011913040,09,010,0001,1913,040,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,57
0901000011913039,09,010,0001,1913,039,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,58
0901000011913019,09,010,0001,1913,019,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,59
0901000011913008,09,010,0001,1913,008,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,60
0901000011928022,09,010,0001,1928,022,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,61
0901000011913016,09,010,0001,1913,016,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,62
0901000011913015,09,010,0001,1913,015,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,63
0901000010277002,09,010,0001,0277,002,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,64
0901000010224004,09,010,0001,0224,004,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,65
0901000012254017,09,010,0001,2254,017,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,66
0901000012254016,09,010,0001,2254,016,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,67
0901000012131027,09,010,0001,2131,027,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,68
0901000010239015,09,010,0001,0239,015,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,69
0901000010239014,09,010,0001,0239,014,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,70
0901000010027040,09,010,0001,0027,040,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,71
0901000010027039,09,010,0001,0027,039,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,72
0901000010027022,09,010,0001,0027,022,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,73
0901000010027021,09,010,0001,0027,021,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,74
0901000010027020,09,010,0001,0027,020,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,75
0901000012377020,09,010,0001,2377,020,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,76
0901000012292022,09,010,0001,2292,022,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,77
0901000012292021,09,010,0001,2292,021,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,78
0901000010830015,09,010,0001,0830,015,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,79
0901000010830006,09,010,0001,0830,006,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,80
0901000010811008,09,010,0001,0811,008,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,81
0901000010239025,09,010,0001,0239,025,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,82
0901000010239012,09,010,0001,0239,012,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,83
090100001021A007,09,010,0001,021A,007,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,84
090100001021A006,09,010,0001,021A,006,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,85
0901000010205008,09,010,0001,0205,008,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,86
0901000010205007,09,010,0001,0205,007,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,87
0901000010135051,09,010,0001,0135,051,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,88
0901000010027049,09,010,0001,0027,049,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,89
0901000010027048,09,010,0001,0027,048,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,90
0901000010027019,09,010,0001,0027,019,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,91
0901000010027010,09,010,0001,0027,010,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,92
0901000012254018,09,010,0001,2254,018,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,93
0901000010277010,09,010,0001,0277,010,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,94
0901000010262001,09,010,0001,0262,001,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,95
0901000010258006,09,010,0001,0258,006,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,96
0901000010258005,09,010,0001,0258,005,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,97
090100001021A005,09,010,0001,021A,005,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,98
0901000010205006,09,010,0001,0205,006,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,99
0901000010205005,09,010,0001,0205,005,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,100
0901000012377027,09,010,0001,2377,027,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,101
0901000012377026,09,010,0001,2377,026,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,102
0901000012377025,09,010,0001,2377,025,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,103
0901000012377024,09,010,0001,2377,024,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,104
0901000012377023,09,010,0001,2377,023,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,105
0901000012377022,09,010,0001,2377,022,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,106
0901000012377019,09,010,0001,2377,019,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,107
0901000012377018,09,010,0001,2377,018,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,108
0901000012377017,09,010,0001,2377,017,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,109
0901000012377016,09,010,0001,2377,016,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,110
0901000012362011,09,010,0001,2362,011,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,111
0901000010417039,09,010,0001,0417,039,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,112
0901000010417038,09,010,0001,0417,038,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,113
0901000010417036,09,010,0001,0417,036,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,114
0901000010417035,09,010,0001,0417,035,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,115
0901000010277001,09,010,0001,0277,001,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,116
0901000010262003,09,010,0001,0262,003,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,117
0901000010262002,09,010,0001,0262,002,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,118
0901000010258008,09,010,0001,0258,008,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,119
0901000010258007,09,010,0001,0258,007,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,120
0901000012292060,09,010,0001,2292,060,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,121
0901000012292040,09,010,0001,2292,040,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,122
0901000012292033,09,010,0001,2292,033,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,123
0901000012292029,09,010,0001,2292,029,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,124
0901000012292028,09,010,0001,2292,028,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,125
0901000012292027,09,010,0001,2292,027,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,126
0901000012292026,09,010,0001,2292,026,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,127
0901000012292025,09,010,0001,2292,025,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,128
0901000012292024,09,010,0001,2292,024,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,129
0901000012292020,09,010,0001,2292,020,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,130
0901000012292019,09,010,0001,2292,019,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,131
0901000012292018,09,010,0001,2292,018,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,132
0901000012292017,09,010,0001,2292,017,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,133
0901000012292016,09,010,0001,2292,016,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,134
0901000012292015,09,010,0001,2292,015,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,135
0901000012288030,09,010,0001,2288,030,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,136
0901000012288012,09,010,0001,2288,012,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,137
0901000012254021,09,010,0001,2254,021,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,138
0901000012254020,09,010,0001,2254,020,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,139
0901000012254019,09,010,0001,2254,019,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,140
0901000012146025,09,010,0001,2146,025,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,141
0901000012146024,09,010,0001,2146,024,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,142
0901000012146023,09,010,0001,2146,023,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,143
0901000012146021,09,010,0001,2146,021,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,144
0901000012146020,09,010,0001,2146,020,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,145
0901000012146019,09,010,0001,2146,019,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,146
0901000012146017,09,010,0001,2146,017,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,147
0901000012146016,09,010,0001,2146,016,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,148
0901000012146014,09,010,0001,2146,014,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,149
0901000012146013,09,010,0001,2146,013,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,150
0901000012146012,09,010,0001,2146,012,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,151
0901000012146006,09,010,0001,2146,006,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,152
0901000012146005,09,010,0001,2146,005,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,153
0901000012146004,09,010,0001,2146,004,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,154
0901000012146003,09,010,0001,2146,003,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,155
0901000012146002,09,010,0001,2146,002,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,156
0901000012131022,09,010,0001,2131,022,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,157
0901000012131021,09,010,0001,2131,021,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,158
0901000012131020,09,010,0001,2131,020,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,159
0901000012131019,09,010,0001,2131,019,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,160
0901000012131016,09,010,0001,2131,016,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,161
0901000012131014,09,010,0001,2131,014,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,162
0901000012131013,09,010,0001,2131,013,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,163
0901000012131012,09,010,0001,2131,012,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,164
0901000012131011,09,010,0001,2131,011,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,165
0901000012131010,09,010,0001,2131,010,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,166
0901000012131007,09,010,0001,2131,007,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,167
0901000012131005,09,010,0001,2131,005,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,168
0901000012131004,09,010,0001,2131,004,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,169
0901000012131003,09,010,0001,2131,003,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,170
0901000012131002,09,010,0001,2131,002,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,171
0901000012131001,09,010,0001,2131,001,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,172
0901000012095040,09,010,0001,2095,040,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,173
0901000012095039,09,010,0001,2095,039,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,174
0901000012095037,09,010,0001,2095,037,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,175
0901000012095036,09,010,0001,2095,036,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,176
0901000012080039,09,010,0001,2080,039,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,177
0901000011913007,09,010,0001,1913,007,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,178
0901000011928026,09,010,0001,1928,026,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,179
0901000012146029,09,010,0001,2146,029,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,180
0901000012146028,09,010,0001,2146,028,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,181
0901000012146026,09,010,0001,2146,026,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,182
0901000011928037,09,010,0001,1928,037,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,183
0901000011928030,09,010,0001,1928,030,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,184
0901000011928020,09,010,0001,1928,020,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,185
0901000011928019,09,010,0001,1928,019,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,186
0901000011928018,09,010,0001,1928,018,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,187
0901000011928017,09,010,0001,1928,017,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,188
0901000011928016,09,010,0001,1928,016,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,189
0901000011928013,09,010,0001,1928,013,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,190
0901000011928012,09,010,0001,1928,012,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,191
0901000011928011,09,010,0001,1928,011,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,192
0901000011928010,09,010,0001,1928,010,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,193
0901000011928009,09,010,0001,1928,009,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,194
0901000011928008,09,010,0001,1928,008,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,195
0901000011928007,09,010,0001,1928,007,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,196
0901000011928005,09,010,0001,1928,005,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,197
0901000011928004,09,010,0001,1928,004,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,198
0901000011928003,09,010,0001,1928,003,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,199
0901000011928002,09,010,0001,1928,002,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,200
0901000011928001,09,010,0001,1928,001,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,201
0901000011913044,09,010,0001,1913,044,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,202
0901000011913027,09,010,0001,1913,027,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,203
0901000011913026,09,010,0001,1913,026,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,204
0901000011913025,09,010,0001,1913,025,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,205
0901000011913024,09,010,0001,1913,024,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,206
0901000011913014,09,010,0001,1913,014,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,207
0901000011913013,09,010,0001,1913,013,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,208
0901000011913012,09,010,0001,1913,012,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,209
0901000011913011,09,010,0001,1913,011,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,210
0901000011913010,09,010,0001,1913,010,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,211
0901000011928028,09,010,0001,1928,028,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,212
0901000010830014,09,010,0001,0830,014,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,213
0901000010830013,09,010,0001,0830,013,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,214
0901000010830012,09,010,0001,0830,012,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,215
0901000010830011,09,010,0001,0830,011,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,216
0901000010811011,09,010,0001,0811,011,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,217
0901000010811003,09,010,0001,0811,003,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,218
0901000010417043,09,010,0001,0417,043,Urbana,Contenedora,Unidad Habitacional,Álvaro Obregón,219
0901000010417034,09,010,0001,0417,034,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,220
0901000010417033,09,010,0001,0417,033,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,221
0901000010417032,09,010,0001,0417,032,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,222
0901000010417023,09,010,0001,0417,023,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,223
0901000010277011,09,010,0001,0277,011,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,224
0901000010262011,09,010,0001,0262,011,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,225
0901000010239017,09,010,0001,0239,017,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,226
0901000010239016,09,010,0001,0239,016,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,227
0901000010239002,09,010,0001,0239,002,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,228
0901000010224012,09,010,0001,0224,012,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,229
0901000010224011,09,010,0001,0224,011,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,230
0901000010224010,09,010,0001,0224,010,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,231
0901000010224009,09,010,0001,0224,009,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,232
0901000010224008,09,010,0001,0224,008,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,233
090100001021A012,09,010,0001,021A,012,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,234
090100001021A011,09,010,0001,021A,011,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,235
090100001021A010,09,010,0001,021A,010,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,236
090100001021A004,09,010,0001,021A,004,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,237
090100001021A003,09,010,0001,021A,003,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,238
090100001021A002,09,010,0001,021A,002,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,239
090100001021A001,09,010,0001,021A,001,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,240
0901000010205010,09,010,0001,0205,010,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,241
0901000010205004,09,010,0001,0205,004,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,242
0901000010205003,09,010,0001,0205,003,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,243
0901000010205002,09,010,0001,0205,002,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,244
0901000010205001,09,010,0001,0205,001,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,245
090100001021A013,09,010,0001,021A,013,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,246
0901000010135053,09,010,0001,0135,053,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,247
0901000010027033,09,010,0001,0027,033,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,248
0901000010027032,09,010,0001,0027,032,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,249
0901000010027031,09,010,0001,0027,031,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,250
0901000010027029,09,010,0001,0027,029,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,251
0901000010027028,09,010,0001,0027,028,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,252
0901000010027027,09,010,0001,0027,027,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,253
0901000010027025,09,010,0001,0027,025,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,254
0901000010027024,09,010,0001,0027,024,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,255
0901000010027023,09,010,0001,0027,023,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,256
0901000010027026,09,010,0001,0027,026,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,257
0901000010224007,09,010,0001,0224,007,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,258
0901000010135031,09,010,0001,0135,031,Urbana,Edificio-Manzana,Unidad Habitacional,Álvaro Obregón,259
0901000010277009,09,010,0001,0277,009,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,260
0901000010277008,09,010,0001,0277,008,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,261
0901000010277007,09,010,0001,0277,007,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,262
0901000010277006,09,010,0001,0277,006,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,263
0901000010277005,09,010,0001,0277,005,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,264
0901000010277004,09,010,0001,0277,004,Urbana,Típica,Unidad Habitacional,Álvaro Obregón,265
0901000010027030,09,010,0001,0027,030,Urbana,Contenida,Unidad Habitacional,Álvaro Obregón,266
