CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,NOMBRE,ALCALDIA,OID
0900700014128016,09,007,0001,4128,016,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8329
0900700014128015,09,007,0001,4128,015,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8330
0900700014128013,09,007,0001,4128,013,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8331
0900700014128006,09,007,0001,4128,006,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8332
0900700014128005,09,007,0001,4128,005,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8333
0900700014217022,09,007,0001,4217,022,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8334
0900700014062019,09,007,0001,4062,019,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8335
0900700014062018,09,007,0001,4062,018,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8336
0900700014062017,09,007,0001,4062,017,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8337
0900700014062016,09,007,0001,4062,016,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8338
0900700014062015,09,007,0001,4062,015,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8339
0900700014062014,09,007,0001,4062,014,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8340
0900700014062013,09,007,0001,4062,013,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8341
0900700014062010,09,007,0001,4062,010,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8342
0900700014062009,09,007,0001,4062,009,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8343
0900700014062008,09,007,0001,4062,008,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8344
0900700014062007,09,007,0001,4062,007,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8345
0900700014062005,09,007,0001,4062,005,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8346
0900700014062002,09,007,0001,4062,002,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8347
0900700014062001,09,007,0001,4062,001,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8348
0900700014039033,09,007,0001,4039,033,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8349
0900700014039032,09,007,0001,4039,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8350
090070001401A007,09,007,0001,401A,007,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8351
0900700014128035,09,007,0001,4128,035,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8352
0900700013990032,09,007,0001,3990,032,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8353
0900700013990030,09,007,0001,3990,030,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8354
0900700013990025,09,007,0001,3990,025,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8355
0900700013990024,09,007,0001,3990,024,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8356
0900700013990023,09,007,0001,3990,023,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8357
0900700013990022,09,007,0001,3990,022,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8358
0900700013990016,09,007,0001,3990,016,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8359
0900700013990015,09,007,0001,3990,015,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8360
0900700013990014,09,007,0001,3990,014,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8361
0900700013990013,09,007,0001,3990,013,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8362
0900700013990012,09,007,0001,3990,012,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8363
0900700013990011,09,007,0001,3990,011,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8364
0900700013990006,09,007,0001,3990,006,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8365
0900700013990005,09,007,0001,3990,005,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8366
0900700013990004,09,007,0001,3990,004,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8367
0900700013990003,09,007,0001,3990,003,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8368
0900700013990002,09,007,0001,3990,002,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8369
0900700013986038,09,007,0001,3986,038,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8370
0900700013986037,09,007,0001,3986,037,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8371
0900700013986036,09,007,0001,3986,036,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8372
0900700013986035,09,007,0001,3986,035,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8373
0900700013986034,09,007,0001,3986,034,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8374
0900700013986032,09,007,0001,3986,032,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8375
0900700013986030,09,007,0001,3986,030,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8376
0900700013986028,09,007,0001,3986,028,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8377
0900700013986027,09,007,0001,3986,027,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8378
0900700013986026,09,007,0001,3986,026,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8379
0900700013986021,09,007,0001,3986,021,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8380
0900700013986020,09,007,0001,3986,020,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8381
0900700013986019,09,007,0001,3986,019,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8382
0900700013986018,09,007,0001,3986,018,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8383
0900700013986017,09,007,0001,3986,017,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8384
0900700013986011,09,007,0001,3986,011,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8385
0900700013986010,09,007,0001,3986,010,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8386
0900700013986009,09,007,0001,3986,009,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8387
0900700013986008,09,007,0001,3986,008,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8388
0900700013971056,09,007,0001,3971,056,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8389
0900700013971055,09,007,0001,3971,055,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8390
0900700013971054,09,007,0001,3971,054,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8391
0900700013971045,09,007,0001,3971,045,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8392
0900700013971042,09,007,0001,3971,042,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8393
0900700013971029,09,007,0001,3971,029,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8394
0900700013971025,09,007,0001,3971,025,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8395
0900700013971023,09,007,0001,3971,023,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8396
0900700013971022,09,007,0001,3971,022,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8397
0900700013971021,09,007,0001,3971,021,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8398
0900700013967035,09,007,0001,3967,035,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8399
0900700013967034,09,007,0001,3967,034,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8400
0900700013986029,09,007,0001,3986,029,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8401
0900700013967033,09,007,0001,3967,033,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8402
0900700013967032,09,007,0001,3967,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8403
0900700013971020,09,007,0001,3971,020,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8404
0900700013859030,09,007,0001,3859,030,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8405
0900700013859029,09,007,0001,3859,029,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8406
0900700013859028,09,007,0001,3859,028,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8407
0900700013859026,09,007,0001,3859,026,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8408
0900700013859022,09,007,0001,3859,022,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8409
0900700013859021,09,007,0001,3859,021,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8410
0900700013859020,09,007,0001,3859,020,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8411
0900700013859019,09,007,0001,3859,019,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8412
0900700013859018,09,007,0001,3859,018,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8413
0900700013859017,09,007,0001,3859,017,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8414
0900700013859016,09,007,0001,3859,016,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8415
0900700013859012,09,007,0001,3859,012,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8416
0900700013721025,09,007,0001,3721,025,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8417
0900700013721021,09,007,0001,3721,021,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8418
0900700013721016,09,007,0001,3721,016,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8419
0900700013670034,09,007,0001,3670,034,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8420
0900700013670033,09,007,0001,3670,033,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8421
0900700013670032,09,007,0001,3670,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8422
0900700013670017,09,007,0001,3670,017,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8423
0900700013670016,09,007,0001,3670,016,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8424
0900700014804020,09,007,0001,4804,020,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8425
0900700014804019,09,007,0001,4804,019,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8426
0900700014804018,09,007,0001,4804,018,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8427
0900700014804015,09,007,0001,4804,015,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8428
0900700014804013,09,007,0001,4804,013,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8429
0900700014804009,09,007,0001,4804,009,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8430
0900700014804008,09,007,0001,4804,008,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8431
0900700014804007,09,007,0001,4804,007,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8432
0900700014791053,09,007,0001,4791,053,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8433
0900700014804003,09,007,0001,4804,003,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8434
0900700014804002,09,007,0001,4804,002,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8435
0900700014791055,09,007,0001,4791,055,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8436
0900700014791054,09,007,0001,4791,054,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8437
0900700014791052,09,007,0001,4791,052,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8438
0900700014791051,09,007,0001,4791,051,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8439
0900700014791050,09,007,0001,4791,050,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8440
0900700014791049,09,007,0001,4791,049,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8441
0900700014791048,09,007,0001,4791,048,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8442
0900700014791047,09,007,0001,4791,047,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8443
0900700014791046,09,007,0001,4791,046,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8444
0900700014791042,09,007,0001,4791,042,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8445
0900700014791041,09,007,0001,4791,041,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8446
0900700014791040,09,007,0001,4791,040,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8447
0900700014791039,09,007,0001,4791,039,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8448
0900700014791038,09,007,0001,4791,038,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8449
0900700014791029,09,007,0001,4791,029,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8450
0900700014791028,09,007,0001,4791,028,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8451
0900700014791027,09,007,0001,4791,027,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8452
0900700014791026,09,007,0001,4791,026,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8453
0900700014791022,09,007,0001,4791,022,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8454
0900700014791021,09,007,0001,4791,021,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8455
0900700014791020,09,007,0001,4791,020,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8456
0900700014791019,09,007,0001,4791,019,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8457
0900700014791018,09,007,0001,4791,018,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8458
0900700014791017,09,007,0001,4791,017,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8459
0900700014791016,09,007,0001,4791,016,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8460
0900700014791010,09,007,0001,4791,010,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8461
0900700014791009,09,007,0001,4791,009,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8462
0900700014791008,09,007,0001,4791,008,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8463
0900700014791007,09,007,0001,4791,007,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8464
0900700014791006,09,007,0001,4791,006,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8465
0900700014791005,09,007,0001,4791,005,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8466
0900700014791001,09,007,0001,4791,001,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8467
0900700014772036,09,007,0001,4772,036,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8468
0900700014772035,09,007,0001,4772,035,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8469
0900700014768034,09,007,0001,4768,034,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8470
0900700014363006,09,007,0001,4363,006,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8471
0900700013670015,09,007,0001,3670,015,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8472
0900700013670014,09,007,0001,3670,014,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8473
0900700013670013,09,007,0001,3670,013,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8474
0900700013670011,09,007,0001,3670,011,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8475
0900700013670010,09,007,0001,3670,010,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8476
0900700013670008,09,007,0001,3670,008,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8477
0900700013670007,09,007,0001,3670,007,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8478
0900700013666042,09,007,0001,3666,042,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8479
0900700013666041,09,007,0001,3666,041,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8480
0900700013666040,09,007,0001,3666,040,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8481
0900700013666039,09,007,0001,3666,039,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8482
0900700013666034,09,007,0001,3666,034,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8483
0900700013666032,09,007,0001,3666,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8484
0900700013666031,09,007,0001,3666,031,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8485
0900700013666030,09,007,0001,3666,030,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8486
0900700013666025,09,007,0001,3666,025,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8487
0900700013666024,09,007,0001,3666,024,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8488
0900700013666023,09,007,0001,3666,023,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8489
0900700013666022,09,007,0001,3666,022,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8490
0900700013666021,09,007,0001,3666,021,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8491
0900700013666017,09,007,0001,3666,017,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8492
0900700013666016,09,007,0001,3666,016,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8493
0900700013666015,09,007,0001,3666,015,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8494
0900700013666014,09,007,0001,3666,014,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8495
0900700013666013,09,007,0001,3666,013,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8496
0900700013666012,09,007,0001,3666,012,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8497
0900700013666008,09,007,0001,3666,008,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8498
0900700013666007,09,007,0001,3666,007,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8499
0900700013666006,09,007,0001,3666,006,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8500
0900700013666005,09,007,0001,3666,005,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8501
0900700013666004,09,007,0001,3666,004,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8502
0900700013666003,09,007,0001,3666,003,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8503
0900700013651023,09,007,0001,3651,023,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8504
0900700013651019,09,007,0001,3651,019,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8505
0900700013651018,09,007,0001,3651,018,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8506
0900700013651016,09,007,0001,3651,016,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8507
0900700013651015,09,007,0001,3651,015,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8508
0900700013651014,09,007,0001,3651,014,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8509
0900700013632045,09,007,0001,3632,045,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8510
0900700013632038,09,007,0001,3632,038,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8511
0900700013632036,09,007,0001,3632,036,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8512
0900700013632034,09,007,0001,3632,034,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8513
0900700013632031,09,007,0001,3632,031,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8514
0900700013632030,09,007,0001,3632,030,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8515
0900700013632028,09,007,0001,3632,028,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8516
0900700013632027,09,007,0001,3632,027,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8517
0900700013632026,09,007,0001,3632,026,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8518
0900700013632025,09,007,0001,3632,025,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8519
0900700013632008,09,007,0001,3632,008,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8520
0900700013628028,09,007,0001,3628,028,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8521
0900700013628027,09,007,0001,3628,027,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8522
0900700013596047,09,007,0001,3596,047,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8523
0900700013596046,09,007,0001,3596,046,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8524
0900700013596045,09,007,0001,3596,045,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8525
0900700013596028,09,007,0001,3596,028,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8526
0900700013596027,09,007,0001,3596,027,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8527
0900700013596018,09,007,0001,3596,018,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8528
0900700013596017,09,007,0001,3596,017,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8529
0900700013596016,09,007,0001,3596,016,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8530
0900700013596015,09,007,0001,3596,015,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8531
0900700013596011,09,007,0001,3596,011,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8532
0900700013596007,09,007,0001,3596,007,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8533
0900700013596006,09,007,0001,3596,006,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8534
0900700013581008,09,007,0001,3581,008,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8535
0900700013581007,09,007,0001,3581,007,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8536
0900700013577019,09,007,0001,3577,019,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8537
0900700013577018,09,007,0001,3577,018,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8538
0900700013577016,09,007,0001,3577,016,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8539
0900700013577015,09,007,0001,3577,015,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8540
0900700013577014,09,007,0001,3577,014,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8541
0900700013577012,09,007,0001,3577,012,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8542
0900700013577010,09,007,0001,3577,010,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8543
0900700013577009,09,007,0001,3577,009,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8544
0900700013577008,09,007,0001,3577,008,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8545
0900700013577007,09,007,0001,3577,007,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8546
0900700013577006,09,007,0001,3577,006,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8547
0900700013562041,09,007,0001,3562,041,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8548
0900700013562040,09,007,0001,3562,040,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8549
0900700013562039,09,007,0001,3562,039,Urbana,Contenedora,Unidad Habitacional,Iztapalapa,8550
0900700013562032,09,007,0001,3562,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8551
0900700013562030,09,007,0001,3562,030,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8552
0900700013562029,09,007,0001,3562,029,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8553
0900700013562019,09,007,0001,3562,019,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8554
0900700013562013,09,007,0001,3562,013,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8555
0900700013562011,09,007,0001,3562,011,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8556
0900700013562010,09,007,0001,3562,010,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8557
0900700013562009,09,007,0001,3562,009,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8558
0900700013558028,09,007,0001,3558,028,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8559
0900700013558027,09,007,0001,3558,027,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8560
0900700013558018,09,007,0001,3558,018,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8561
0900700013558016,09,007,0001,3558,016,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8562
0900700013558011,09,007,0001,3558,011,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8563
0900700013558010,09,007,0001,3558,010,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8564
0900700013558009,09,007,0001,3558,009,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8565
0900700013558008,09,007,0001,3558,008,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8566
0900700013558006,09,007,0001,3558,006,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8567
090070001337A041,09,007,0001,337A,041,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8568
090070001337A040,09,007,0001,337A,040,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8569
090070001337A038,09,007,0001,337A,038,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8570
090070001337A037,09,007,0001,337A,037,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8571
0900700013562020,09,007,0001,3562,020,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8572
0900700012831054,09,007,0001,2831,054,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8573
0900700012831051,09,007,0001,2831,051,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8574
0900700012831048,09,007,0001,2831,048,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8575
0900700012812035,09,007,0001,2812,035,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8576
0900700012812032,09,007,0001,2812,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8577
0900700012808036,09,007,0001,2808,036,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8578
0900700012808035,09,007,0001,2808,035,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8579
0900700012808034,09,007,0001,2808,034,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8580
0900700012808033,09,007,0001,2808,033,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8581
0900700012808032,09,007,0001,2808,032,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8582
0900700012776055,09,007,0001,2776,055,Urbana,Contenida,Unidad Habitacional,Iztapalapa,8583
0900700012776051,09,007,0001,2776,051,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8584
0900700013859011,09,007,0001,3859,011,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8585
0900700013844049,09,007,0001,3844,049,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8586
0900700013844041,09,007,0001,3844,041,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8587
0900700013844040,09,007,0001,3844,040,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8588
0900700013844039,09,007,0001,3844,039,Urbana,Edificio-Manzana,Unidad Habitacional,Iztapalapa,8589
