CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,OID,NUM_EST
0900200010010001,9,2,1,0010,1,Urbana,Típica,2118,0
0900200010010002,9,2,1,0010,2,Urbana,Típica,2117,0
0900200010010003,9,2,1,0010,3,Urbana,Típica,2115,0
0900200010010004,9,2,1,0010,4,Urbana,Típica,2114,0
0900200010010005,9,2,1,0010,5,Urbana,Típica,2113,0
0900200010010006,9,2,1,0010,6,Urbana,Típica,2112,0
0900200010010007,9,2,1,0010,7,Urbana,Típica,493,0
0900200010010008,9,2,1,0010,8,Urbana,Típica,2111,0
0900200010010009,9,2,1,0010,9,Urbana,Típica,2110,0
0900200010010011,9,2,1,0010,11,Urbana,Típica,2109,0
0900200010010012,9,2,1,0010,12,Urbana,Típica,2108,0
0900200010010013,9,2,1,0010,13,Urbana,Típica,2107,0
0900200010010014,9,2,1,0010,14,Urbana,Típica,158,0
0900200010010015,9,2,1,0010,15,Urbana,Típica,407,0
0900200010010019,9,2,1,0010,19,Urbana,Típica,335,0
0900200010010020,9,2,1,0010,20,Urbana,Típica,2106,0
0900200010010021,9,2,1,0010,21,Urbana,Típica,2105,0
0900200010010022,9,2,1,0010,22,Urbana,Típica,2104,0
0900200010010023,9,2,1,0010,23,Urbana,Típica,2103,0
0900200010010024,9,2,1,0010,24,Urbana,Típica,157,0
0900200010010025,9,2,1,0010,25,Urbana,Típica,156,0
0900200010010026,9,2,1,0010,26,Urbana,Típica,406,0
0900200010010027,9,2,1,0010,27,Urbana,Típica,278,0
0900200010010028,9,2,1,0010,28,Urbana,Típica,405,0
0900200010010029,9,2,1,0010,29,Urbana,Típica,2102,0
0900200010010030,9,2,1,0010,30,Urbana,Típica,2101,0
0900200010025001,9,2,1,0025,1,Urbana,Típica,2100,0
0900200010025002,9,2,1,0025,2,Urbana,Típica,2099,0
0900200010025003,9,2,1,0025,3,Urbana,Típica,704,0
0900200010025005,9,2,1,0025,5,Urbana,Típica,703,0
0900200010025006,9,2,1,0025,6,Urbana,Edificio-Manzana,404,0
0900200010025007,9,2,1,0025,7,Urbana,Edificio-Manzana,2261,0
0900200010025008,9,2,1,0025,8,Urbana,Edificio-Manzana,2854,0
0900200010025009,9,2,1,0025,9,Urbana,Edificio-Manzana,2853,0
0900200010025010,9,2,1,0025,10,Urbana,Edificio-Manzana,2852,0
0900200010025011,9,2,1,0025,11,Urbana,Edificio-Manzana,2851,0
0900200010025012,9,2,1,0025,12,Urbana,Edificio-Manzana,2850,0
0900200010025013,9,2,1,0025,13,Urbana,Edificio-Manzana,2849,0
0900200010025014,9,2,1,0025,14,Urbana,Edificio-Manzana,492,0
0900200010025015,9,2,1,0025,15,Urbana,Edificio-Manzana,2274,0
0900200010025016,9,2,1,0025,16,Urbana,Edificio-Manzana,2211,0
0900200010025017,9,2,1,0025,17,Urbana,Edificio-Manzana,2848,0
0900200010025018,9,2,1,0025,18,Urbana,Edificio-Manzana,2847,0
0900200010025019,9,2,1,0025,19,Urbana,Edificio-Manzana,3134,0
0900200010025021,9,2,1,0025,21,Urbana,Edificio-Manzana,702,0
0900200010025022,9,2,1,0025,22,Urbana,Edificio-Manzana,2321,0
0900200010025023,9,2,1,0025,23,Urbana,Edificio-Manzana,3203,0
0900200010025024,9,2,1,0025,24,Urbana,Edificio-Manzana,2180,0
0900200010025025,9,2,1,0025,25,Urbana,Edificio-Manzana,2179,0
0900200010025026,9,2,1,0025,26,Urbana,Edificio-Manzana,2260,0
0900200010025027,9,2,1,0025,27,Urbana,Edificio-Manzana,2259,0
0900200010025028,9,2,1,0025,28,Urbana,Edificio-Manzana,2846,0
0900200010025029,9,2,1,0025,29,Urbana,Edificio-Manzana,2098,0
0900200010025030,9,2,1,0025,30,Urbana,Edificio-Manzana,2845,0
0900200010025031,9,2,1,0025,31,Urbana,Edificio-Manzana,2844,0
0900200010025032,9,2,1,0025,32,Urbana,Edificio-Manzana,2097,0
0900200010025033,9,2,1,0025,33,Urbana,Edificio-Manzana,2096,0
0900200010025034,9,2,1,0025,34,Urbana,Edificio-Manzana,491,0
0900200010025035,9,2,1,0025,35,Urbana,Edificio-Manzana,277,0
0900200010025036,9,2,1,0025,36,Urbana,Edificio-Manzana,2095,0
0900200010025037,9,2,1,0025,37,Urbana,Edificio-Manzana,2843,0
0900200010025038,9,2,1,0025,38,Urbana,Edificio-Manzana,2842,0
0900200010025039,9,2,1,0025,39,Urbana,Edificio-Manzana,2841,0
0900200010025040,9,2,1,0025,40,Urbana,Edificio-Manzana,344,0
0900200010025041,9,2,1,0025,41,Urbana,Edificio-Manzana,701,0
0900200010025042,9,2,1,0025,42,Urbana,Edificio-Manzana,403,0
0900200010025043,9,2,1,0025,43,Urbana,Edificio-Manzana,402,0
0900200010025044,9,2,1,0025,44,Urbana,Edificio-Manzana,276,0
0900200010025045,9,2,1,0025,45,Urbana,Edificio-Manzana,2094,0
0900200010025047,9,2,1,0025,47,Urbana,Edificio-Manzana,2093,0
0900200010025048,9,2,1,0025,48,Urbana,Contenedora,2092,0
0900200010025049,9,2,1,0025,49,Urbana,Contenedora,3135,0
0900200010025050,9,2,1,0025,50,Urbana,Contenedora,490,0
0900200010025051,9,2,1,0025,51,Urbana,Contenedora,489,0
0900200010025052,9,2,1,0025,52,Urbana,Contenedora,678,0
0900200010025053,9,2,1,0025,53,Urbana,Contenedora,2091,0
0900200010025054,9,2,1,0025,54,Urbana,Contenedora,2116,0
090020001003A001,9,2,1,003A,1,Urbana,Edificio-Manzana,2840,0
090020001003A002,9,2,1,003A,2,Urbana,Edificio-Manzana,2839,0
090020001003A003,9,2,1,003A,3,Urbana,Típica,2090,0
090020001003A004,9,2,1,003A,4,Urbana,Típica,2089,0
090020001003A005,9,2,1,003A,5,Urbana,Edificio-Manzana,2838,0
090020001003A006,9,2,1,003A,6,Urbana,Edificio-Manzana,2178,0
090020001003A007,9,2,1,003A,7,Urbana,Edificio-Manzana,2837,0
090020001003A008,9,2,1,003A,8,Urbana,Típica,2088,0
090020001003A009,9,2,1,003A,9,Urbana,Típica,2087,0
090020001003A010,9,2,1,003A,10,Urbana,Edificio-Manzana,2836,0
090020001003A011,9,2,1,003A,11,Urbana,Edificio-Manzana,488,0
090020001003A012,9,2,1,003A,12,Urbana,Edificio-Manzana,2177,0
090020001003A013,9,2,1,003A,13,Urbana,Típica,343,0
090020001003A014,9,2,1,003A,14,Urbana,Típica,1057,0
090020001003A015,9,2,1,003A,15,Urbana,Edificio-Manzana,2184,0
090020001003A016,9,2,1,003A,16,Urbana,Edificio-Manzana,2835,0
090020001003A017,9,2,1,003A,17,Urbana,Edificio-Manzana,2086,0
090020001003A018,9,2,1,003A,18,Urbana,Edificio-Manzana,2085,0
090020001003A019,9,2,1,003A,19,Urbana,Típica,700,0
090020001003A020,9,2,1,003A,20,Urbana,Edificio-Manzana,2273,0
090020001003A021,9,2,1,003A,21,Urbana,Edificio-Manzana,2176,0
090020001003A022,9,2,1,003A,22,Urbana,Edificio-Manzana,2175,0
090020001003A023,9,2,1,003A,23,Urbana,Típica,423,0
090020001003A024,9,2,1,003A,24,Urbana,Camellón,3103,0
090020001003A025,9,2,1,003A,25,Urbana,Edificio-Manzana,2183,0
090020001003A026,9,2,1,003A,26,Urbana,Edificio-Manzana,2834,0
090020001003A027,9,2,1,003A,27,Urbana,Edificio-Manzana,2833,0
090020001003A028,9,2,1,003A,28,Urbana,Edificio-Manzana,2832,0
090020001003A029,9,2,1,003A,29,Urbana,Edificio-Manzana,2831,0
090020001003A031,9,2,1,003A,31,Urbana,Edificio-Manzana,2320,0
090020001003A033,9,2,1,003A,33,Urbana,Edificio-Manzana,2206,0
090020001003A035,9,2,1,003A,35,Urbana,Contenedora,401,0
090020001003A036,9,2,1,003A,36,Urbana,Camellón,3102,0
0900200010044001,9,2,1,0044,1,Urbana,Típica,400,0
0900200010044002,9,2,1,0044,2,Urbana,Típica,1481,0
0900200010044003,9,2,1,0044,3,Urbana,Típica,2084,0
0900200010044004,9,2,1,0044,4,Urbana,Típica,2083,0
0900200010044005,9,2,1,0044,5,Urbana,Típica,2082,0
0900200010044007,9,2,1,0044,7,Urbana,Típica,2081,0
0900200010044008,9,2,1,0044,8,Urbana,Típica,2080,0
0900200010044009,9,2,1,0044,9,Urbana,Típica,155,0
0900200010044010,9,2,1,0044,10,Urbana,Típica,399,0
0900200010044011,9,2,1,0044,11,Urbana,Típica,2079,0
0900200010044012,9,2,1,0044,12,Urbana,Camellón,3104,0
0900200010044013,9,2,1,0044,13,Urbana,Típica,2078,0
0900200010044014,9,2,1,0044,14,Urbana,Típica,2077,0
0900200010044015,9,2,1,0044,15,Urbana,Típica,2076,0
0900200010044016,9,2,1,0044,16,Urbana,Típica,154,0
0900200010044017,9,2,1,0044,17,Urbana,Típica,342,0
0900200010044018,9,2,1,0044,18,Urbana,Típica,309,0
0900200010044019,9,2,1,0044,19,Urbana,Típica,1480,0
0900200010044020,9,2,1,0044,20,Urbana,Típica,1479,0
0900200010044021,9,2,1,0044,21,Urbana,Típica,2075,0
0900200010044022,9,2,1,0044,22,Urbana,Edificio-Manzana,2074,0
0900200010044023,9,2,1,0044,23,Urbana,Edificio-Manzana,2073,0
0900200010044024,9,2,1,0044,24,Urbana,Edificio-Manzana,2072,0
0900200010044025,9,2,1,0044,25,Urbana,Edificio-Manzana,153,0
0900200010044026,9,2,1,0044,26,Urbana,Edificio-Manzana,487,0
0900200010044027,9,2,1,0044,27,Urbana,Edificio-Manzana,2286,0
0900200010044028,9,2,1,0044,28,Urbana,Edificio-Manzana,2285,0
0900200010044029,9,2,1,0044,29,Urbana,Edificio-Manzana,2313,0
0900200010044030,9,2,1,0044,30,Urbana,Edificio-Manzana,2312,0
0900200010044031,9,2,1,0044,31,Urbana,Edificio-Manzana,2830,0
0900200010044032,9,2,1,0044,32,Urbana,Edificio-Manzana,2829,0
0900200010044033,9,2,1,0044,33,Urbana,Edificio-Manzana,2828,0
0900200010044034,9,2,1,0044,34,Urbana,Edificio-Manzana,2205,0
0900200010044035,9,2,1,0044,35,Urbana,Edificio-Manzana,2204,0
0900200010044036,9,2,1,0044,36,Urbana,Edificio-Manzana,2174,0
0900200010044037,9,2,1,0044,37,Urbana,Edificio-Manzana,397,0
0900200010044038,9,2,1,0044,38,Urbana,Edificio-Manzana,2258,0
0900200010044039,9,2,1,0044,39,Urbana,Edificio-Manzana,2257,0
0900200010044041,9,2,1,0044,41,Urbana,Edificio-Manzana,2256,0
0900200010044043,9,2,1,0044,43,Urbana,Típica,2071,0
0900200010044044,9,2,1,0044,44,Urbana,Típica,2070,0
0900200010044045,9,2,1,0044,45,Urbana,Parque o Jardín,2827,0
0900200010044046,9,2,1,0044,46,Urbana,Edificio-Manzana,2826,0
0900200010044047,9,2,1,0044,47,Urbana,Edificio-Manzana,2825,0
0900200010044048,9,2,1,0044,48,Urbana,Contenedora,2069,0
0900200010044049,9,2,1,0044,49,Urbana,Contenedora,395,0
0900200010097001,9,2,1,0097,1,Urbana,Típica,2068,0
0900200010097002,9,2,1,0097,2,Urbana,Típica,2067,0
0900200010097003,9,2,1,0097,3,Urbana,Típica,2066,0
0900200010097004,9,2,1,0097,4,Urbana,Típica,699,0
0900200010097005,9,2,1,0097,5,Urbana,Típica,486,0
0900200010097006,9,2,1,0097,6,Urbana,Típica,394,0
0900200010097007,9,2,1,0097,7,Urbana,Típica,438,0
0900200010097008,9,2,1,0097,8,Urbana,Típica,341,0
0900200010097009,9,2,1,0097,9,Urbana,Típica,275,0
0900200010097010,9,2,1,0097,10,Urbana,Típica,274,0
0900200010097011,9,2,1,0097,11,Urbana,Típica,2065,0
0900200010097012,9,2,1,0097,12,Urbana,Típica,2064,0
0900200010097013,9,2,1,0097,13,Urbana,Típica,2063,0
0900200010097014,9,2,1,0097,14,Urbana,Típica,2062,0
0900200010097015,9,2,1,0097,15,Urbana,Típica,2061,0
0900200010097016,9,2,1,0097,16,Urbana,Típica,3114,0
0900200010097017,9,2,1,0097,17,Urbana,Típica,393,0
0900200010097018,9,2,1,0097,18,Urbana,Típica,273,0
0900200010097019,9,2,1,0097,19,Urbana,Típica,2060,0
0900200010097021,9,2,1,0097,21,Urbana,Típica,2059,0
0900200010097022,9,2,1,0097,22,Urbana,Típica,2058,0
0900200010097024,9,2,1,0097,24,Urbana,Parque o Jardín,2824,0
0900200010097025,9,2,1,0097,25,Urbana,Camellón,3107,0
0900200010097026,9,2,1,0097,26,Urbana,Bajo Puente,3128,0
0900200010097027,9,2,1,0097,27,Urbana,Típica,3132,0
090020001010A001,9,2,1,010A,1,Urbana,Típica,2057,0
090020001010A002,9,2,1,010A,2,Urbana,Típica,2056,0
090020001010A003,9,2,1,010A,3,Urbana,Típica,485,0
090020001010A004,9,2,1,010A,4,Urbana,Típica,392,0
090020001010A005,9,2,1,010A,5,Urbana,Contenedora,272,0
090020001010A006,9,2,1,010A,6,Urbana,Típica,2055,0
090020001010A007,9,2,1,010A,7,Urbana,Típica,2054,0
090020001010A008,9,2,1,010A,8,Urbana,Típica,2053,0
090020001010A010,9,2,1,010A,10,Urbana,Típica,2052,0
090020001010A011,9,2,1,010A,11,Urbana,Típica,2051,0
090020001010A013,9,2,1,010A,13,Urbana,Típica,484,0
090020001010A014,9,2,1,010A,14,Urbana,Típica,391,0
090020001010A015,9,2,1,010A,15,Urbana,Típica,676,0
090020001010A016,9,2,1,010A,16,Urbana,Típica,2050,0
090020001010A017,9,2,1,010A,17,Urbana,Típica,2049,0
090020001010A018,9,2,1,010A,18,Urbana,Típica,2048,0
090020001010A019,9,2,1,010A,19,Urbana,Típica,2047,0
090020001010A020,9,2,1,010A,20,Urbana,Típica,2046,0
090020001010A021,9,2,1,010A,21,Urbana,Típica,2045,0
090020001010A022,9,2,1,010A,22,Urbana,Típica,697,0
090020001010A023,9,2,1,010A,23,Urbana,Típica,390,0
090020001010A024,9,2,1,010A,24,Urbana,Típica,2044,0
090020001010A025,9,2,1,010A,25,Urbana,Edificio-Manzana,2043,0
090020001010A026,9,2,1,010A,26,Urbana,Edificio-Manzana,696,0
090020001010A027,9,2,1,010A,27,Urbana,Edificio-Manzana,12,0
090020001010A028,9,2,1,010A,28,Urbana,Edificio-Manzana,695,0
090020001010A029,9,2,1,010A,29,Urbana,Edificio-Manzana,2173,0
090020001010A030,9,2,1,010A,30,Urbana,Edificio-Manzana,2281,0
090020001010A031,9,2,1,010A,31,Urbana,Edificio-Manzana,2272,0
090020001010A032,9,2,1,010A,32,Urbana,Edificio-Manzana,2311,0
090020001010A033,9,2,1,010A,33,Urbana,Edificio-Manzana,2310,0
090020001010A034,9,2,1,010A,34,Urbana,Edificio-Manzana,2823,0
090020001010A036,9,2,1,010A,36,Urbana,Típica,2042,0
090020001010A037,9,2,1,010A,37,Urbana,Típica,2041,0
090020001010A038,9,2,1,010A,38,Urbana,Típica,2040,0
090020001010A039,9,2,1,010A,39,Urbana,Típica,2039,0
090020001010A040,9,2,1,010A,40,Urbana,Típica,694,0
090020001010A041,9,2,1,010A,41,Urbana,Típica,389,0
0900200010114001,9,2,1,0114,1,Urbana,Típica,388,0
0900200010114002,9,2,1,0114,2,Urbana,Típica,675,0
0900200010114003,9,2,1,0114,3,Urbana,Típica,3166,0
0900200010114004,9,2,1,0114,4,Urbana,Contenedora,2136,0
0900200010114006,9,2,1,0114,6,Urbana,Típica,2135,0
0900200010114007,9,2,1,0114,7,Urbana,Típica,2134,0
0900200010114008,9,2,1,0114,8,Urbana,Típica,2133,0
0900200010114009,9,2,1,0114,9,Urbana,Típica,398,0
0900200010114010,9,2,1,0114,10,Urbana,Camellón,3109,0
0900200010114011,9,2,1,0114,11,Urbana,Típica,2132,0
0900200010114014,9,2,1,0114,14,Urbana,Típica,2131,0
0900200010114015,9,2,1,0114,15,Urbana,Típica,2130,0
0900200010114016,9,2,1,0114,16,Urbana,Típica,2129,0
0900200010114017,9,2,1,0114,17,Urbana,Típica,2128,0
0900200010114018,9,2,1,0114,18,Urbana,Típica,693,0
0900200010114019,9,2,1,0114,19,Urbana,Típica,387,0
0900200010114021,9,2,1,0114,21,Urbana,Típica,2127,0
0900200010114022,9,2,1,0114,22,Urbana,Típica,2126,0
0900200010114023,9,2,1,0114,23,Urbana,Típica,2125,0
0900200010114024,9,2,1,0114,24,Urbana,Típica,2124,0
0900200010114025,9,2,1,0114,25,Urbana,Típica,2123,0
0900200010114026,9,2,1,0114,26,Urbana,Típica,692,0
0900200010114027,9,2,1,0114,27,Urbana,Típica,386,0
0900200010114028,9,2,1,0114,28,Urbana,Edificio-Manzana,2309,0
0900200010114029,9,2,1,0114,29,Urbana,Edificio-Manzana,2822,0
0900200010114030,9,2,1,0114,30,Urbana,Edificio-Manzana,2821,0
0900200010114031,9,2,1,0114,31,Urbana,Edificio-Manzana,2820,0
0900200010114032,9,2,1,0114,32,Urbana,Edificio-Manzana,2819,0
0900200010114033,9,2,1,0114,33,Urbana,Edificio-Manzana,2818,0
0900200010114034,9,2,1,0114,34,Urbana,Edificio-Manzana,2817,0
0900200010114035,9,2,1,0114,35,Urbana,Edificio-Manzana,2326,0
0900200010114036,9,2,1,0114,36,Urbana,Edificio-Manzana,2271,0
0900200010114037,9,2,1,0114,37,Urbana,Edificio-Manzana,2195,0
0900200010114038,9,2,1,0114,38,Urbana,Edificio-Manzana,2816,0
0900200010114039,9,2,1,0114,39,Urbana,Edificio-Manzana,2815,0
0900200010114040,9,2,1,0114,40,Urbana,Edificio-Manzana,2814,0
0900200010114041,9,2,1,0114,41,Urbana,Edificio-Manzana,2813,0
0900200010114042,9,2,1,0114,42,Urbana,Edificio-Manzana,2812,0
0900200010114044,9,2,1,0114,44,Urbana,Edificio-Manzana,2810,0
0900200010114045,9,2,1,0114,45,Urbana,Edificio-Manzana,2172,0
0900200010114046,9,2,1,0114,46,Urbana,Edificio-Manzana,2809,0
0900200010114047,9,2,1,0114,47,Urbana,Edificio-Manzana,2808,0
0900200010114048,9,2,1,0114,48,Urbana,Edificio-Manzana,2807,0
0900200010114049,9,2,1,0114,49,Urbana,Edificio-Manzana,2203,0
0900200010114050,9,2,1,0114,50,Urbana,Edificio-Manzana,2171,0
0900200010114051,9,2,1,0114,51,Urbana,Edificio-Manzana,2138,0
0900200010114052,9,2,1,0114,52,Urbana,Edificio-Manzana,2806,0
0900200010114053,9,2,1,0114,53,Urbana,Edificio-Manzana,2805,0
0900200010114054,9,2,1,0114,54,Urbana,Edificio-Manzana,2804,0
0900200010114055,9,2,1,0114,55,Urbana,Edificio-Manzana,2202,0
0900200010114056,9,2,1,0114,56,Urbana,Edificio-Manzana,2170,0
0900200010129001,9,2,1,0129,1,Urbana,Típica,1476,0
0900200010129004,9,2,1,0129,4,Urbana,Parque o Jardín,2803,0
0900200010129007,9,2,1,0129,7,Urbana,Típica,3224,0
0900200010129008,9,2,1,0129,8,Urbana,Típica,3223,0
0900200010129009,9,2,1,0129,9,Urbana,Parque o Jardín,2802,0
0900200010129010,9,2,1,0129,10,Urbana,Edificio-Manzana,2122,0
0900200010129011,9,2,1,0129,11,Urbana,Edificio-Manzana,152,0
0900200010129012,9,2,1,0129,12,Urbana,Edificio-Manzana,2428,0
0900200010129013,9,2,1,0129,13,Urbana,Edificio-Manzana,385,0
0900200010129014,9,2,1,0129,14,Urbana,Edificio-Manzana,384,0
0900200010129015,9,2,1,0129,15,Urbana,Edificio-Manzana,1475,0
0900200010129016,9,2,1,0129,16,Urbana,Edificio-Manzana,271,0
0900200010129017,9,2,1,0129,17,Urbana,Edificio-Manzana,2801,0
0900200010129018,9,2,1,0129,18,Urbana,Edificio-Manzana,2121,0
0900200010129019,9,2,1,0129,19,Urbana,Edificio-Manzana,2800,0
0900200010129020,9,2,1,0129,20,Urbana,Edificio-Manzana,2120,0
0900200010129021,9,2,1,0129,21,Urbana,Edificio-Manzana,2201,0
0900200010129022,9,2,1,0129,22,Urbana,Edificio-Manzana,151,0
0900200010129023,9,2,1,0129,23,Urbana,Edificio-Manzana,2187,0
0900200010129024,9,2,1,0129,24,Urbana,Edificio-Manzana,308,0
0900200010129025,9,2,1,0129,25,Urbana,Edificio-Manzana,2255,0
0900200010129026,9,2,1,0129,26,Urbana,Edificio-Manzana,2119,0
0900200010129027,9,2,1,0129,27,Urbana,Edificio-Manzana,2799,0
0900200010129028,9,2,1,0129,28,Urbana,Edificio-Manzana,2038,0
0900200010129029,9,2,1,0129,29,Urbana,Edificio-Manzana,2798,0
0900200010129030,9,2,1,0129,30,Urbana,Edificio-Manzana,2811,0
0900200010129031,9,2,1,0129,31,Urbana,Edificio-Manzana,2137,0
0900200010129032,9,2,1,0129,32,Urbana,Edificio-Manzana,2797,0
0900200010129033,9,2,1,0129,33,Urbana,Edificio-Manzana,2200,0
0900200010129034,9,2,1,0129,34,Urbana,Típica,3220,1
0900200010129035,9,2,1,0129,35,Urbana,Contenedora,2037,0
0900200010129036,9,2,1,0129,36,Urbana,Contenedora,2036,0
0900200010129037,9,2,1,0129,37,Urbana,Contenedora,2035,0
0900200010129038,9,2,1,0129,38,Urbana,Típica,3222,0
0900200010133001,9,2,1,0133,1,Urbana,Típica,691,0
0900200010133002,9,2,1,0133,2,Urbana,Típica,145,0
0900200010133003,9,2,1,0133,3,Urbana,Típica,144,0
0900200010133004,9,2,1,0133,4,Urbana,Contenedora,3262,0
0900200010133005,9,2,1,0133,5,Urbana,Típica,2034,0
0900200010133006,9,2,1,0133,6,Urbana,Típica,690,0
0900200010133007,9,2,1,0133,7,Urbana,Contenedora,3202,0
0900200010133008,9,2,1,0133,8,Urbana,Contenedora,143,0
0900200010133009,9,2,1,0133,9,Urbana,Típica,3196,0
0900200010133012,9,2,1,0133,12,Urbana,Típica,3265,0
0900200010133013,9,2,1,0133,13,Urbana,Típica,3165,0
0900200010133020,9,2,1,0133,20,Urbana,Típica,352,0
0900200010133021,9,2,1,0133,21,Urbana,Típica,3163,0
0900200010133022,9,2,1,0133,22,Urbana,Típica,270,0
0900200010133025,9,2,1,0133,25,Urbana,Típica,269,0
0900200010133028,9,2,1,0133,28,Urbana,Contenedora,3164,0
0900200010133029,9,2,1,0133,29,Urbana,Edificio-Manzana,3263,0
0900200010133030,9,2,1,0133,30,Urbana,Edificio-Manzana,3264,0
0900200010133031,9,2,1,0133,31,Urbana,Edificio-Manzana,3077,0
0900200010133032,9,2,1,0133,32,Urbana,Edificio-Manzana,3078,0
0900200010133033,9,2,1,0133,33,Urbana,Edificio-Manzana,3084,0
0900200010133034,9,2,1,0133,34,Urbana,Edificio-Manzana,3086,0
0900200010133035,9,2,1,0133,35,Urbana,Edificio-Manzana,3085,0
0900200010133036,9,2,1,0133,36,Urbana,Edificio-Manzana,3079,0
0900200010133037,9,2,1,0133,37,Urbana,Edificio-Manzana,3080,0
0900200010133038,9,2,1,0133,38,Urbana,Edificio-Manzana,3081,0
0900200010133039,9,2,1,0133,39,Urbana,Edificio-Manzana,3087,0
0900200010133040,9,2,1,0133,40,Urbana,Edificio-Manzana,3088,0
0900200010133041,9,2,1,0133,41,Urbana,Edificio-Manzana,3082,0
0900200010133042,9,2,1,0133,42,Urbana,Edificio-Manzana,3083,0
0900200010133043,9,2,1,0133,43,Urbana,Edificio-Manzana,3200,0
0900200010133044,9,2,1,0133,44,Urbana,Edificio-Manzana,3199,0
0900200010133045,9,2,1,0133,45,Urbana,Edificio-Manzana,3197,0
0900200010133046,9,2,1,0133,46,Urbana,Edificio-Manzana,3198,0
0900200010133047,9,2,1,0133,47,Urbana,Edificio-Manzana,3201,0
0900200010148001,9,2,1,0148,1,Urbana,Parque o Jardín,2796,0
0900200010148002,9,2,1,0148,2,Urbana,Típica,2033,0
0900200010148003,9,2,1,0148,3,Urbana,Típica,2032,0
0900200010148004,9,2,1,0148,4,Urbana,Típica,2031,0
0900200010148005,9,2,1,0148,5,Urbana,Típica,689,0
0900200010148006,9,2,1,0148,6,Urbana,Típica,351,0
0900200010148007,9,2,1,0148,7,Urbana,Parque o Jardín,2254,0
0900200010148008,9,2,1,0148,8,Urbana,Típica,2030,0
0900200010148009,9,2,1,0148,9,Urbana,Típica,2029,0
0900200010148010,9,2,1,0148,10,Urbana,Típica,688,0
0900200010148011,9,2,1,0148,11,Urbana,Típica,150,0
0900200010148012,9,2,1,0148,12,Urbana,Típica,350,0
0900200010148013,9,2,1,0148,13,Urbana,Típica,349,0
0900200010148015,9,2,1,0148,15,Urbana,Típica,348,0
0900200010148016,9,2,1,0148,16,Urbana,Típica,1474,0
0900200010148017,9,2,1,0148,17,Urbana,Típica,422,0
0900200010148018,9,2,1,0148,18,Urbana,Típica,2028,0
0900200010148019,9,2,1,0148,19,Urbana,Típica,2027,0
0900200010148022,9,2,1,0148,22,Urbana,Típica,2026,0
0900200010148023,9,2,1,0148,23,Urbana,Típica,2025,0
0900200010148024,9,2,1,0148,24,Urbana,Típica,2024,0
0900200010148025,9,2,1,0148,25,Urbana,Típica,2023,0
0900200010148026,9,2,1,0148,26,Urbana,Típica,483,0
0900200010148027,9,2,1,0148,27,Urbana,Típica,1061,0
0900200010148028,9,2,1,0148,28,Urbana,Típica,1473,0
0900200010148029,9,2,1,0148,29,Urbana,Contenedora,2022,0
0900200010148030,9,2,1,0148,30,Urbana,Típica,2021,0
0900200010148031,9,2,1,0148,31,Urbana,Típica,2020,0
0900200010148032,9,2,1,0148,32,Urbana,Edificio-Manzana,2795,0
0900200010148033,9,2,1,0148,33,Urbana,Edificio-Manzana,2199,0
0900200010148034,9,2,1,0148,34,Urbana,Edificio-Manzana,2198,0
0900200010148035,9,2,1,0148,35,Urbana,Edificio-Manzana,2300,0
0900200010148036,9,2,1,0148,36,Urbana,Edificio-Manzana,2270,0
0900200010148037,9,2,1,0148,37,Urbana,Edificio-Manzana,2297,0
0900200010167002,9,2,1,0167,2,Urbana,Típica,2019,0
0900200010167003,9,2,1,0167,3,Urbana,Típica,2018,0
0900200010167004,9,2,1,0167,4,Urbana,Típica,2017,0
0900200010167005,9,2,1,0167,5,Urbana,Típica,2016,0
0900200010167006,9,2,1,0167,6,Urbana,Típica,149,0
0900200010167007,9,2,1,0167,7,Urbana,Típica,142,0
0900200010167008,9,2,1,0167,8,Urbana,Típica,141,0
0900200010167009,9,2,1,0167,9,Urbana,Típica,1064,0
0900200010167010,9,2,1,0167,10,Urbana,Típica,2015,0
0900200010167011,9,2,1,0167,11,Urbana,Típica,2014,0
0900200010167012,9,2,1,0167,12,Urbana,Típica,2013,0
0900200010167013,9,2,1,0167,13,Urbana,Típica,148,0
0900200010167014,9,2,1,0167,14,Urbana,Típica,2012,0
0900200010167015,9,2,1,0167,15,Urbana,Típica,140,0
0900200010167016,9,2,1,0167,16,Urbana,Típica,139,0
0900200010167017,9,2,1,0167,17,Urbana,Típica,333,0
0900200010167018,9,2,1,0167,18,Urbana,Típica,2011,0
0900200010167019,9,2,1,0167,19,Urbana,Típica,2010,0
0900200010167020,9,2,1,0167,20,Urbana,Típica,2009,0
0900200010167021,9,2,1,0167,21,Urbana,Típica,147,0
0900200010167022,9,2,1,0167,22,Urbana,Típica,146,0
0900200010167023,9,2,1,0167,23,Urbana,Típica,138,0
0900200010167024,9,2,1,0167,24,Urbana,Típica,137,0
0900200010171002,9,2,1,0171,2,Urbana,Típica,332,0
0900200010171003,9,2,1,0171,3,Urbana,Típica,2008,0
0900200010171005,9,2,1,0171,5,Urbana,Típica,2007,0
0900200010171006,9,2,1,0171,6,Urbana,Edificio-Manzana,2794,0
0900200010171007,9,2,1,0171,7,Urbana,Edificio-Manzana,2319,0
0900200010171008,9,2,1,0171,8,Urbana,Edificio-Manzana,2318,0
0900200010171009,9,2,1,0171,9,Urbana,Edificio-Manzana,2269,0
