CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,OID,NUM_EST
0901700011191013,9,17,1,1191,13,Urbana,Típica,47177,0
0901700011191014,9,17,1,1191,14,Urbana,Típica,47176,0
0901700011191015,9,17,1,1191,15,Urbana,Típica,47175,0
0901700011191016,9,17,1,1191,16,Urbana,Típica,47174,0
0901700011191017,9,17,1,1191,17,Urbana,Típica,47173,0
0901700011191018,9,17,1,1191,18,Urbana,Típica,47172,0
0901700011191019,9,17,1,1191,19,Urbana,Típica,44996,0
0901700011191020,9,17,1,1191,20,Urbana,Típica,44995,0
0901700011191021,9,17,1,1191,21,Urbana,Típica,44921,0
0901700011191022,9,17,1,1191,22,Urbana,Típica,44994,0
0901700011191023,9,17,1,1191,23,Urbana,Típica,45251,0
0901700011191024,9,17,1,1191,24,Urbana,Típica,45250,0
0901700011191025,9,17,1,1191,25,Urbana,Típica,45249,0
0901700011204001,9,17,1,1204,1,Urbana,Típica,45248,0
0901700011204002,9,17,1,1204,2,Urbana,Típica,45247,0
0901700011204003,9,17,1,1204,3,Urbana,Típica,47171,0
0901700011204004,9,17,1,1204,4,Urbana,Típica,47170,0
0901700011204005,9,17,1,1204,5,Urbana,Típica,47916,0
0901700011204006,9,17,1,1204,6,Urbana,Típica,47169,0
0901700011204007,9,17,1,1204,7,Urbana,Típica,47168,0
0901700011204008,9,17,1,1204,8,Urbana,Típica,47167,0
0901700011204009,9,17,1,1204,9,Urbana,Típica,47166,0
0901700011204010,9,17,1,1204,10,Urbana,Típica,45246,0
0901700011204011,9,17,1,1204,11,Urbana,Típica,44993,0
0901700011204012,9,17,1,1204,12,Urbana,Típica,45039,0
0901700011204013,9,17,1,1204,13,Urbana,Típica,45681,0
0901700011204014,9,17,1,1204,14,Urbana,Típica,45680,0
0901700011204015,9,17,1,1204,15,Urbana,Típica,45679,0
0901700011204016,9,17,1,1204,16,Urbana,Típica,45678,0
0901700011204017,9,17,1,1204,17,Urbana,Típica,45677,0
0901700011204018,9,17,1,1204,18,Urbana,Típica,45676,0
0901700011204019,9,17,1,1204,19,Urbana,Típica,47165,0
0901700011204020,9,17,1,1204,20,Urbana,Típica,47164,0
0901700011204021,9,17,1,1204,21,Urbana,Típica,47163,0
0901700011204022,9,17,1,1204,22,Urbana,Típica,47162,0
0901700011204023,9,17,1,1204,23,Urbana,Típica,47161,0
0901700011204024,9,17,1,1204,24,Urbana,Típica,47160,0
0901700011204025,9,17,1,1204,25,Urbana,Típica,47159,0
0901700011219001,9,17,1,1219,1,Urbana,Típica,45675,0
0901700011219002,9,17,1,1219,2,Urbana,Típica,44992,0
0901700011219003,9,17,1,1219,3,Urbana,Típica,45245,0
0901700011219004,9,17,1,1219,4,Urbana,Típica,45244,0
0901700011219005,9,17,1,1219,5,Urbana,Típica,45243,0
0901700011219006,9,17,1,1219,6,Urbana,Típica,45242,0
0901700011219007,9,17,1,1219,7,Urbana,Típica,45241,0
0901700011219008,9,17,1,1219,8,Urbana,Típica,45240,0
0901700011219009,9,17,1,1219,9,Urbana,Típica,45239,0
0901700011219010,9,17,1,1219,10,Urbana,Típica,47158,0
0901700011219011,9,17,1,1219,11,Urbana,Típica,47157,0
0901700011219012,9,17,1,1219,12,Urbana,Típica,47156,0
0901700011219013,9,17,1,1219,13,Urbana,Típica,47155,0
0901700011219014,9,17,1,1219,14,Urbana,Típica,47154,0
0901700011219015,9,17,1,1219,15,Urbana,Típica,47153,0
0901700011219016,9,17,1,1219,16,Urbana,Típica,47152,0
0901700011219017,9,17,1,1219,17,Urbana,Típica,44991,0
0901700011219018,9,17,1,1219,18,Urbana,Típica,44990,0
0901700011219019,9,17,1,1219,19,Urbana,Típica,44989,0
0901700011219020,9,17,1,1219,20,Urbana,Típica,46231,0
0901700011219021,9,17,1,1219,21,Urbana,Típica,46230,0
0901700011219022,9,17,1,1219,22,Urbana,Típica,44988,0
0901700011219023,9,17,1,1219,23,Urbana,Típica,44987,0
0901700011219024,9,17,1,1219,24,Urbana,Típica,45674,0
0901700011219025,9,17,1,1219,25,Urbana,Típica,45673,0
0901700011219026,9,17,1,1219,26,Urbana,Típica,47151,0
0901700011219027,9,17,1,1219,27,Urbana,Típica,47150,0
0901700011223001,9,17,1,1223,1,Urbana,Típica,46779,0
0901700011223002,9,17,1,1223,2,Urbana,Típica,46778,0
0901700011223003,9,17,1,1223,3,Urbana,Típica,46777,0
0901700011223004,9,17,1,1223,4,Urbana,Típica,46776,0
0901700011223005,9,17,1,1223,5,Urbana,Típica,46775,0
0901700011223006,9,17,1,1223,6,Urbana,Típica,45238,0
0901700011223007,9,17,1,1223,7,Urbana,Típica,45237,0
0901700011223008,9,17,1,1223,8,Urbana,Típica,45236,0
0901700011223009,9,17,1,1223,9,Urbana,Típica,45235,0
0901700011223010,9,17,1,1223,10,Urbana,Típica,45234,0
0901700011223011,9,17,1,1223,11,Urbana,Típica,45233,0
0901700011223012,9,17,1,1223,12,Urbana,Típica,44861,0
0901700011223013,9,17,1,1223,13,Urbana,Típica,45672,0
0901700011223014,9,17,1,1223,14,Urbana,Típica,45671,0
0901700011223015,9,17,1,1223,15,Urbana,Típica,46774,0
0901700011223016,9,17,1,1223,16,Urbana,Típica,46773,0
0901700011223017,9,17,1,1223,17,Urbana,Típica,46772,0
0901700011223018,9,17,1,1223,18,Urbana,Típica,46771,0
0901700011223019,9,17,1,1223,19,Urbana,Típica,46770,0
0901700011223020,9,17,1,1223,20,Urbana,Típica,46769,0
0901700011223021,9,17,1,1223,21,Urbana,Típica,46768,0
0901700011223022,9,17,1,1223,22,Urbana,Típica,46767,0
0901700011223023,9,17,1,1223,23,Urbana,Típica,45670,0
0901700011223024,9,17,1,1223,24,Urbana,Típica,44877,0
0901700011223025,9,17,1,1223,25,Urbana,Típica,44986,0
0901700011223026,9,17,1,1223,26,Urbana,Típica,44985,0
0901700011223027,9,17,1,1223,27,Urbana,Típica,44984,0
0901700011223028,9,17,1,1223,28,Urbana,Camellón,47552,0
0901700011238001,9,17,1,1238,1,Urbana,Típica,44983,0
0901700011238002,9,17,1,1238,2,Urbana,Típica,45232,0
0901700011238003,9,17,1,1238,3,Urbana,Típica,46525,0
0901700011238004,9,17,1,1238,4,Urbana,Típica,46524,1
0901700011238005,9,17,1,1238,5,Urbana,Típica,46523,0
0901700011238006,9,17,1,1238,6,Urbana,Típica,46522,0
0901700011238007,9,17,1,1238,7,Urbana,Típica,46521,0
0901700011238008,9,17,1,1238,8,Urbana,Típica,46520,0
0901700011238009,9,17,1,1238,9,Urbana,Típica,46519,0
0901700011238010,9,17,1,1238,10,Urbana,Típica,45512,0
0901700011238011,9,17,1,1238,11,Urbana,Típica,45511,0
0901700011238012,9,17,1,1238,12,Urbana,Típica,45510,0
0901700011238013,9,17,1,1238,13,Urbana,Típica,45509,0
0901700011238014,9,17,1,1238,14,Urbana,Típica,45508,0
0901700011238015,9,17,1,1238,15,Urbana,Típica,44920,0
0901700011238016,9,17,1,1238,16,Urbana,Típica,44982,0
0901700011238017,9,17,1,1238,17,Urbana,Típica,44981,0
0901700011238018,9,17,1,1238,18,Urbana,Típica,44980,0
0901700011238019,9,17,1,1238,19,Urbana,Típica,46518,0
0901700011238020,9,17,1,1238,20,Urbana,Típica,46517,0
0901700011238021,9,17,1,1238,21,Urbana,Típica,46516,0
0901700011238022,9,17,1,1238,22,Urbana,Glorieta,47867,0
0901700011238023,9,17,1,1238,23,Urbana,Típica,46515,0
0901700011238024,9,17,1,1238,24,Urbana,Típica,46514,0
0901700011238025,9,17,1,1238,25,Urbana,Típica,46513,0
0901700011242001,9,17,1,1242,1,Urbana,Típica,45669,0
0901700011242002,9,17,1,1242,2,Urbana,Típica,45668,0
0901700011242003,9,17,1,1242,3,Urbana,Típica,45667,0
0901700011242004,9,17,1,1242,4,Urbana,Típica,45666,0
0901700011242005,9,17,1,1242,5,Urbana,Típica,45665,0
0901700011242006,9,17,1,1242,6,Urbana,Típica,46512,0
0901700011242007,9,17,1,1242,7,Urbana,Típica,45664,0
0901700011242008,9,17,1,1242,8,Urbana,Típica,45663,0
0901700011242009,9,17,1,1242,9,Urbana,Típica,45507,0
0901700011242010,9,17,1,1242,10,Urbana,Típica,46511,0
0901700011242011,9,17,1,1242,11,Urbana,Típica,46510,0
0901700011242012,9,17,1,1242,12,Urbana,Típica,46509,0
0901700011242013,9,17,1,1242,13,Urbana,Típica,46508,0
0901700011242014,9,17,1,1242,14,Urbana,Típica,46507,0
0901700011242015,9,17,1,1242,15,Urbana,Típica,46506,0
0901700011242016,9,17,1,1242,16,Urbana,Típica,47900,0
0901700011242017,9,17,1,1242,17,Urbana,Típica,46505,0
0901700011242018,9,17,1,1242,18,Urbana,Típica,45506,0
0901700011242019,9,17,1,1242,19,Urbana,Típica,45505,0
0901700011242020,9,17,1,1242,20,Urbana,Típica,45504,0
0901700011242021,9,17,1,1242,21,Urbana,Típica,47903,0
0901700011242022,9,17,1,1242,22,Urbana,Típica,45503,0
0901700011242023,9,17,1,1242,23,Urbana,Típica,44917,0
0901700011242024,9,17,1,1242,24,Urbana,Típica,45662,0
0901700011242026,9,17,1,1242,26,Urbana,Típica,46504,0
0901700011242027,9,17,1,1242,27,Urbana,Típica,47917,0
0901700011257001,9,17,1,1257,1,Urbana,Típica,48305,0
0901700011257002,9,17,1,1257,2,Urbana,Edificio-Manzana,46503,0
0901700011257003,9,17,1,1257,3,Urbana,Edificio-Manzana,46502,0
0901700011257004,9,17,1,1257,4,Urbana,Edificio-Manzana,46501,0
0901700011257005,9,17,1,1257,5,Urbana,Contenedora,48306,0
0901700011257008,9,17,1,1257,8,Urbana,Edificio-Manzana,45661,0
0901700011257009,9,17,1,1257,9,Urbana,Edificio-Manzana,44856,0
0901700011257010,9,17,1,1257,10,Urbana,Edificio-Manzana,45660,0
0901700011257011,9,17,1,1257,11,Urbana,Edificio-Manzana,45684,0
0901700011257012,9,17,1,1257,12,Urbana,Edificio-Manzana,47637,0
0901700011257013,9,17,1,1257,13,Urbana,Edificio-Manzana,47636,0
0901700011257014,9,17,1,1257,14,Urbana,Edificio-Manzana,45659,0
0901700011257015,9,17,1,1257,15,Urbana,Edificio-Manzana,47635,0
0901700011257016,9,17,1,1257,16,Urbana,Edificio-Manzana,47573,0
0901700011257017,9,17,1,1257,17,Urbana,Edificio-Manzana,45502,0
0901700011257018,9,17,1,1257,18,Urbana,Edificio-Manzana,47756,0
0901700011257019,9,17,1,1257,19,Urbana,Edificio-Manzana,47755,0
0901700011257020,9,17,1,1257,20,Urbana,Edificio-Manzana,46500,0
0901700011257021,9,17,1,1257,21,Urbana,Edificio-Manzana,47754,0
0901700011257022,9,17,1,1257,22,Urbana,Edificio-Manzana,46499,0
0901700011257023,9,17,1,1257,23,Urbana,Edificio-Manzana,47753,0
0901700011257024,9,17,1,1257,24,Urbana,Edificio-Manzana,47752,0
0901700011257025,9,17,1,1257,25,Urbana,Edificio-Manzana,47751,0
0901700011257026,9,17,1,1257,26,Urbana,Edificio-Manzana,47572,0
0901700011257027,9,17,1,1257,27,Urbana,Edificio-Manzana,47571,0
0901700011257028,9,17,1,1257,28,Urbana,Edificio-Manzana,47819,0
0901700011257029,9,17,1,1257,29,Urbana,Edificio-Manzana,47818,0
0901700011257031,9,17,1,1257,31,Urbana,Edificio-Manzana,47521,0
0901700011257033,9,17,1,1257,33,Urbana,Edificio-Manzana,45658,0
0901700011257034,9,17,1,1257,34,Urbana,Típica,48304,1
0901700011257035,9,17,1,1257,35,Urbana,Edificio-Manzana,46498,0
0901700011257036,9,17,1,1257,36,Urbana,Edificio-Manzana,46497,0
0901700011257037,9,17,1,1257,37,Urbana,Edificio-Manzana,47750,0
0901700011257038,9,17,1,1257,38,Urbana,Edificio-Manzana,46496,0
0901700011261001,9,17,1,1261,1,Urbana,Típica,46495,0
0901700011261002,9,17,1,1261,2,Urbana,Típica,46494,0
0901700011261003,9,17,1,1261,3,Urbana,Típica,46493,0
0901700011261004,9,17,1,1261,4,Urbana,Típica,45657,0
0901700011261005,9,17,1,1261,5,Urbana,Típica,45656,0
0901700011261006,9,17,1,1261,6,Urbana,Típica,45655,0
0901700011261007,9,17,1,1261,7,Urbana,Típica,45654,0
0901700011261008,9,17,1,1261,8,Urbana,Típica,45653,0
0901700011261009,9,17,1,1261,9,Urbana,Típica,45652,0
0901700011261010,9,17,1,1261,10,Urbana,Típica,45501,0
0901700011261011,9,17,1,1261,11,Urbana,Típica,45500,0
0901700011261012,9,17,1,1261,12,Urbana,Típica,45499,0
0901700011261013,9,17,1,1261,13,Urbana,Típica,46492,0
0901700011261014,9,17,1,1261,14,Urbana,Típica,46491,0
0901700011261015,9,17,1,1261,15,Urbana,Típica,46490,0
0901700011261016,9,17,1,1261,16,Urbana,Típica,46489,0
0901700011261017,9,17,1,1261,17,Urbana,Típica,46488,0
0901700011261018,9,17,1,1261,18,Urbana,Típica,46487,0
0901700011261019,9,17,1,1261,19,Urbana,Típica,46486,0
0901700011261020,9,17,1,1261,20,Urbana,Típica,46485,0
0901700011261021,9,17,1,1261,21,Urbana,Típica,45498,0
0901700011261022,9,17,1,1261,22,Urbana,Típica,45497,0
0901700011261023,9,17,1,1261,23,Urbana,Típica,45496,0
0901700011261024,9,17,1,1261,24,Urbana,Típica,45651,0
0901700011261025,9,17,1,1261,25,Urbana,Típica,45650,0
0901700011261026,9,17,1,1261,26,Urbana,Típica,45649,0
0901700011261027,9,17,1,1261,27,Urbana,Típica,45648,0
0901700011276001,9,17,1,1276,1,Urbana,Típica,45647,0
0901700011276002,9,17,1,1276,2,Urbana,Típica,46484,0
0901700011276003,9,17,1,1276,3,Urbana,Típica,46483,0
0901700011276004,9,17,1,1276,4,Urbana,Típica,46482,0
0901700011276005,9,17,1,1276,5,Urbana,Típica,46481,0
0901700011276006,9,17,1,1276,6,Urbana,Típica,46480,0
0901700011276007,9,17,1,1276,7,Urbana,Típica,46265,0
0901700011276008,9,17,1,1276,8,Urbana,Típica,46478,0
0901700011276009,9,17,1,1276,9,Urbana,Típica,45646,0
0901700011276010,9,17,1,1276,10,Urbana,Típica,45645,0
0901700011276011,9,17,1,1276,11,Urbana,Típica,45644,0
0901700011276012,9,17,1,1276,12,Urbana,Típica,45643,0
0901700011276013,9,17,1,1276,13,Urbana,Típica,45642,0
0901700011276014,9,17,1,1276,14,Urbana,Típica,45495,0
0901700011276015,9,17,1,1276,15,Urbana,Típica,45494,0
0901700011276016,9,17,1,1276,16,Urbana,Típica,45493,0
0901700011276017,9,17,1,1276,17,Urbana,Típica,45492,0
0901700011276018,9,17,1,1276,18,Urbana,Típica,46477,0
0901700011276019,9,17,1,1276,19,Urbana,Típica,46476,0
0901700011276020,9,17,1,1276,20,Urbana,Típica,46475,0
0901700011276021,9,17,1,1276,21,Urbana,Típica,46474,0
0901700011276022,9,17,1,1276,22,Urbana,Típica,46473,0
0901700011276023,9,17,1,1276,23,Urbana,Típica,46472,0
0901700011276024,9,17,1,1276,24,Urbana,Típica,46471,0
0901700011276025,9,17,1,1276,25,Urbana,Típica,45491,0
0901700011276026,9,17,1,1276,26,Urbana,Típica,45490,0
0901700011276027,9,17,1,1276,27,Urbana,Típica,46479,0
0901700011280001,9,17,1,1280,1,Urbana,Típica,46253,0
0901700011280002,9,17,1,1280,2,Urbana,Típica,45641,0
0901700011280003,9,17,1,1280,3,Urbana,Típica,45640,0
0901700011280004,9,17,1,1280,4,Urbana,Típica,45639,0
0901700011280005,9,17,1,1280,5,Urbana,Típica,45638,0
0901700011280006,9,17,1,1280,6,Urbana,Típica,45637,0
0901700011280007,9,17,1,1280,7,Urbana,Típica,46470,0
0901700011280008,9,17,1,1280,8,Urbana,Típica,46469,0
0901700011280009,9,17,1,1280,9,Urbana,Típica,46468,0
0901700011280010,9,17,1,1280,10,Urbana,Típica,46467,0
0901700011280011,9,17,1,1280,11,Urbana,Típica,46466,0
0901700011280012,9,17,1,1280,12,Urbana,Típica,46465,0
0901700011280013,9,17,1,1280,13,Urbana,Típica,45636,0
0901700011280014,9,17,1,1280,14,Urbana,Típica,45635,0
0901700011280015,9,17,1,1280,15,Urbana,Típica,45634,0
0901700011280016,9,17,1,1280,16,Urbana,Típica,45633,0
0901700011280017,9,17,1,1280,17,Urbana,Típica,45489,0
0901700011280018,9,17,1,1280,18,Urbana,Típica,45488,0
0901700011280019,9,17,1,1280,19,Urbana,Típica,45487,0
0901700011280020,9,17,1,1280,20,Urbana,Típica,45486,0
0901700011280021,9,17,1,1280,21,Urbana,Típica,46464,0
0901700011280022,9,17,1,1280,22,Urbana,Típica,46463,0
0901700011295001,9,17,1,1295,1,Urbana,Típica,46462,0
0901700011295002,9,17,1,1295,2,Urbana,Típica,46461,0
0901700011295003,9,17,1,1295,3,Urbana,Típica,46460,0
0901700011295004,9,17,1,1295,4,Urbana,Típica,46459,0
0901700011295005,9,17,1,1295,5,Urbana,Típica,46458,0
0901700011295006,9,17,1,1295,6,Urbana,Típica,45485,0
0901700011295007,9,17,1,1295,7,Urbana,Típica,45484,0
0901700011295008,9,17,1,1295,8,Urbana,Típica,45632,0
0901700011295009,9,17,1,1295,9,Urbana,Típica,45631,0
0901700011295010,9,17,1,1295,10,Urbana,Típica,45630,0
0901700011295011,9,17,1,1295,11,Urbana,Típica,45629,0
0901700011295012,9,17,1,1295,12,Urbana,Típica,45628,0
0901700011295013,9,17,1,1295,13,Urbana,Típica,45627,0
0901700011295014,9,17,1,1295,14,Urbana,Típica,46457,0
0901700011295015,9,17,1,1295,15,Urbana,Típica,46456,0
0901700011295016,9,17,1,1295,16,Urbana,Típica,46455,0
0901700011295018,9,17,1,1295,18,Urbana,Típica,46454,0
0901700011295019,9,17,1,1295,19,Urbana,Típica,46453,0
0901700011295020,9,17,1,1295,20,Urbana,Típica,46452,0
0901700011295021,9,17,1,1295,21,Urbana,Típica,46451,0
0901700011295022,9,17,1,1295,22,Urbana,Típica,45626,0
0901700011295023,9,17,1,1295,23,Urbana,Típica,45625,1
0901700011295024,9,17,1,1295,24,Urbana,Camellón,48237,0
0901700011308001,9,17,1,1308,1,Urbana,Típica,45624,0
0901700011308002,9,17,1,1308,2,Urbana,Típica,45623,0
0901700011308003,9,17,1,1308,3,Urbana,Típica,45622,0
0901700011308004,9,17,1,1308,4,Urbana,Típica,45483,0
0901700011308005,9,17,1,1308,5,Urbana,Típica,45482,0
0901700011308006,9,17,1,1308,6,Urbana,Típica,45481,0
0901700011308007,9,17,1,1308,7,Urbana,Típica,45231,0
0901700011308008,9,17,1,1308,8,Urbana,Típica,46450,0
0901700011308009,9,17,1,1308,9,Urbana,Típica,47918,0
0901700011308010,9,17,1,1308,10,Urbana,Típica,46449,0
0901700011308011,9,17,1,1308,11,Urbana,Típica,46448,0
0901700011308012,9,17,1,1308,12,Urbana,Típica,46447,0
0901700011308013,9,17,1,1308,13,Urbana,Típica,46446,0
0901700011308015,9,17,1,1308,15,Urbana,Típica,46445,0
0901700011308016,9,17,1,1308,16,Urbana,Típica,45230,0
0901700011308017,9,17,1,1308,17,Urbana,Típica,45229,0
0901700011308018,9,17,1,1308,18,Urbana,Típica,44860,0
0901700011308019,9,17,1,1308,19,Urbana,Típica,45621,0
0901700011308020,9,17,1,1308,20,Urbana,Típica,45620,0
0901700011308022,9,17,1,1308,22,Urbana,Típica,45619,0
0901700011308023,9,17,1,1308,23,Urbana,Típica,45618,0
0901700011308024,9,17,1,1308,24,Urbana,Típica,45617,0
0901700011308025,9,17,1,1308,25,Urbana,Típica,46444,0
0901700011308026,9,17,1,1308,26,Urbana,Típica,46443,0
0901700011308027,9,17,1,1308,27,Urbana,Parque o Jardín,47749,0
0901700011308028,9,17,1,1308,28,Urbana,Típica,46442,0
0901700011308029,9,17,1,1308,29,Urbana,Camellón,48373,0
0901700011312001,9,17,1,1312,1,Urbana,Contenedora,46441,0
0901700011312002,9,17,1,1312,2,Urbana,Típica,48015,1
0901700011312003,9,17,1,1312,3,Urbana,Típica,45616,0
0901700011312004,9,17,1,1312,4,Urbana,Típica,46440,0
0901700011312005,9,17,1,1312,5,Urbana,Típica,45615,0
0901700011312006,9,17,1,1312,6,Urbana,Típica,48013,0
0901700011312007,9,17,1,1312,7,Urbana,Típica,47999,0
0901700011312008,9,17,1,1312,8,Urbana,Contenida,48001,0
0901700011312009,9,17,1,1312,9,Urbana,Contenida,48000,0
0901700011312010,9,17,1,1312,10,Urbana,Contenida,48002,0
0901700011312011,9,17,1,1312,11,Urbana,Contenida,48003,0
0901700011312012,9,17,1,1312,12,Urbana,Contenida,48038,0
0901700011312013,9,17,1,1312,13,Urbana,Contenida,48039,0
0901700011312014,9,17,1,1312,14,Urbana,Contenida,48040,0
0901700011312015,9,17,1,1312,15,Urbana,Contenida,48014,0
0901700011312016,9,17,1,1312,16,Urbana,Contenida,48016,0
0901700011312017,9,17,1,1312,17,Urbana,Contenida,48017,0
0901700011312018,9,17,1,1312,18,Urbana,Contenida,48041,0
0901700011312019,9,17,1,1312,19,Urbana,Contenida,48018,0
0901700011327001,9,17,1,1327,1,Urbana,Típica,46264,0
0901700011327002,9,17,1,1327,2,Urbana,Típica,45614,0
0901700011327003,9,17,1,1327,3,Urbana,Típica,45228,0
0901700011327004,9,17,1,1327,4,Urbana,Típica,45227,0
0901700011327005,9,17,1,1327,5,Urbana,Típica,45226,0
0901700011327006,9,17,1,1327,6,Urbana,Típica,45225,0
0901700011327007,9,17,1,1327,7,Urbana,Típica,47470,0
0901700011327008,9,17,1,1327,8,Urbana,Típica,46439,0
0901700011327009,9,17,1,1327,9,Urbana,Típica,46438,0
0901700011327010,9,17,1,1327,10,Urbana,Edificio-Manzana,46437,0
0901700011327011,9,17,1,1327,11,Urbana,Típica,46436,0
0901700011327012,9,17,1,1327,12,Urbana,Típica,46435,0
0901700011327013,9,17,1,1327,13,Urbana,Parque o Jardín,48242,0
0901700011327014,9,17,1,1327,14,Urbana,Típica,46434,0
0901700011327015,9,17,1,1327,15,Urbana,Típica,45224,0
0901700011327016,9,17,1,1327,16,Urbana,Típica,45223,0
0901700011327017,9,17,1,1327,17,Urbana,Típica,45222,0
0901700011327018,9,17,1,1327,18,Urbana,Típica,45613,0
0901700011327019,9,17,1,1327,19,Urbana,Edificio-Manzana,45612,0
0901700011327020,9,17,1,1327,20,Urbana,Típica,45611,0
0901700011327021,9,17,1,1327,21,Urbana,Típica,45610,0
0901700011327022,9,17,1,1327,22,Urbana,Típica,45609,0
0901700011327023,9,17,1,1327,23,Urbana,Típica,46433,0
0901700011327024,9,17,1,1327,24,Urbana,Edificio-Manzana,47748,0
0901700011327025,9,17,1,1327,25,Urbana,Edificio-Manzana,46432,0
0901700011327026,9,17,1,1327,26,Urbana,Edificio-Manzana,46431,0
0901700011327027,9,17,1,1327,27,Urbana,Edificio-Manzana,46430,0
0901700011327028,9,17,1,1327,28,Urbana,Edificio-Manzana,46429,0
0901700011331001,9,17,1,1331,1,Urbana,Típica,46428,0
0901700011331002,9,17,1,1331,2,Urbana,Típica,47923,0
0901700011331003,9,17,1,1331,3,Urbana,Típica,45608,0
0901700011331004,9,17,1,1331,4,Urbana,Típica,45607,0
0901700011331005,9,17,1,1331,5,Urbana,Típica,45606,0
0901700011331006,9,17,1,1331,6,Urbana,Típica,45605,0
0901700011331007,9,17,1,1331,7,Urbana,Típica,45221,0
0901700011331008,9,17,1,1331,8,Urbana,Típica,45220,0
0901700011331009,9,17,1,1331,9,Urbana,Típica,45219,0
0901700011331010,9,17,1,1331,10,Urbana,Típica,45218,0
0901700011331011,9,17,1,1331,11,Urbana,Típica,46427,0
0901700011331012,9,17,1,1331,12,Urbana,Típica,46426,0
0901700011331013,9,17,1,1331,13,Urbana,Típica,46425,0
0901700011331014,9,17,1,1331,14,Urbana,Típica,46424,0
0901700011331015,9,17,1,1331,15,Urbana,Típica,46423,0
0901700011331016,9,17,1,1331,16,Urbana,Típica,46422,0
0901700011331017,9,17,1,1331,17,Urbana,Típica,46421,0
0901700011331018,9,17,1,1331,18,Urbana,Típica,46420,0
0901700011331019,9,17,1,1331,19,Urbana,Típica,45217,0
0901700011331020,9,17,1,1331,20,Urbana,Típica,45216,0
0901700011331021,9,17,1,1331,21,Urbana,Típica,44859,0
0901700011331022,9,17,1,1331,22,Urbana,Típica,45604,0
0901700011331023,9,17,1,1331,23,Urbana,Típica,45603,0
0901700011331024,9,17,1,1331,24,Urbana,Típica,44979,0
0901700011331025,9,17,1,1331,25,Urbana,Típica,44978,0
0901700011346001,9,17,1,1346,1,Urbana,Típica,44977,0
0901700011346002,9,17,1,1346,2,Urbana,Típica,46419,0
0901700011346003,9,17,1,1346,3,Urbana,Típica,46418,0
0901700011346006,9,17,1,1346,6,Urbana,Típica,46417,0
0901700011346007,9,17,1,1346,7,Urbana,Típica,46416,0
0901700011346008,9,17,1,1346,8,Urbana,Típica,46415,0
0901700011346010,9,17,1,1346,10,Urbana,Edificio-Manzana,47747,0
0901700011346011,9,17,1,1346,11,Urbana,Típica,46414,0
0901700011346012,9,17,1,1346,12,Urbana,Contenedora,47966,0
0901700011346013,9,17,1,1346,13,Urbana,Típica,45602,0
0901700011346015,9,17,1,1346,15,Urbana,Típica,48342,0
0901700011346016,9,17,1,1346,16,Urbana,Típica,45601,0
0901700011346017,9,17,1,1346,17,Urbana,Contenedora,47962,0
0901700011346018,9,17,1,1346,18,Urbana,Contenedora,47961,0
0901700011346019,9,17,1,1346,19,Urbana,Típica,45215,0
0901700011346020,9,17,1,1346,20,Urbana,Típica,45214,0
0901700011346024,9,17,1,1346,24,Urbana,Típica,45213,0
0901700011346025,9,17,1,1346,25,Urbana,Edificio-Manzana,47634,0
0901700011346026,9,17,1,1346,26,Urbana,Edificio-Manzana,47746,0
0901700011346027,9,17,1,1346,27,Urbana,Edificio-Manzana,48094,0
0901700011346028,9,17,1,1346,28,Urbana,Edificio-Manzana,48095,0
0901700011346029,9,17,1,1346,29,Urbana,Edificio-Manzana,48087,0
0901700011346030,9,17,1,1346,30,Urbana,Edificio-Manzana,48088,0
0901700011346031,9,17,1,1346,31,Urbana,Edificio-Manzana,48089,0
0901700011346032,9,17,1,1346,32,Urbana,Edificio-Manzana,48090,0
0901700011346033,9,17,1,1346,33,Urbana,Edificio-Manzana,48096,0
0901700011346034,9,17,1,1346,34,Urbana,Edificio-Manzana,48097,0
0901700011346035,9,17,1,1346,35,Urbana,Edificio-Manzana,48091,0
0901700011346036,9,17,1,1346,36,Urbana,Edificio-Manzana,48098,0
0901700011346037,9,17,1,1346,37,Urbana,Edificio-Manzana,48092,0
0901700011346038,9,17,1,1346,38,Urbana,Edificio-Manzana,48093,0
0901700011350001,9,17,1,1350,1,Urbana,Típica,46413,0
0901700011350002,9,17,1,1350,2,Urbana,Típica,46412,0
0901700011350003,9,17,1,1350,3,Urbana,Típica,46411,0
0901700011350005,9,17,1,1350,5,Urbana,Típica,46410,0
0901700011350006,9,17,1,1350,6,Urbana,Típica,46409,0
0901700011350007,9,17,1,1350,7,Urbana,Típica,46408,0
0901700011350008,9,17,1,1350,8,Urbana,Típica,45212,0
0901700011350009,9,17,1,1350,9,Urbana,Típica,45211,0
0901700011350010,9,17,1,1350,10,Urbana,Típica,45210,0
0901700011350011,9,17,1,1350,11,Urbana,Típica,45600,0
0901700011350012,9,17,1,1350,12,Urbana,Típica,45599,0
0901700011350014,9,17,1,1350,14,Urbana,Típica,44976,0
0901700011350015,9,17,1,1350,15,Urbana,Edificio-Manzana,46229,0
0901700011350016,9,17,1,1350,16,Urbana,Edificio-Manzana,47551,0
0901700011350017,9,17,1,1350,17,Urbana,Edificio-Manzana,47550,0
0901700011350018,9,17,1,1350,18,Urbana,Edificio-Manzana,47549,0
